AÑO,GIRO,NUMERO DE NIVELES,ENTIDAD,TIPO DE BIEN,CAUSA DEL SINIESTRO,NUMERO DE SINIESTROS,MONTO DE SINIESTRO,MONTO PAGADO,CAUSA
2015,Bancos,1,Estado De Mexico,Contenidos,Humano-Impacto Vehicular,1,0,0,Humano
2015,Bancos,1,Nuevo Leon,Contenidos,"Incidente-Rotura de Techo, Vidrios o Paredes",1,-278,0,Incidente
2015,Bancos,1,Distrito Federal,Contenidos,Agua-Tuberia Rota,1,-1188,0,Agua
2015,Bancos,1,Distrito Federal,Contenidos,Naturaleza-Fenomeno,1,-73,0,Naturaleza
2015,Bancos,1,Distrito Federal,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2015,Bancos,1,Jalisco,Edificio,Agua-Tuberia Rota,1,4436,4500,Agua
2015,Bancos,1,Distrito Federal,Edificio,Incidente-Corto Electrico,1,-439,0,Incidente
2015,Bancos,1,Nuevo Leon,Edificio,Agua-Tuberia Rota,1,-309,0,Agua
2015,Bancos,1,Distrito Federal,Edificio,Agua-Tuberia Rota,1,-1977,0,Agua
2015,Bancos,3,Nuevo Leon,Edificio,Agua-Tuberia Rota,1,10566,0,Agua
2015,Infraestructura Agua,2,Tabasco,Contenidos,Humano-Impacto Vehicular,1,0,0,Humano
2015,Infraestructura Agua,2,Veracruz,Edificio,Incidente-Corto Electrico,1,-297803,0,Incidente
2015,Casa,1,Nuevo Leon,Edificio,Incidente-Explosion,1,444262,0,Incidente
2015,Casa,1,Distrito Federal,Contenidos,Humano-Error,1,0,0,Humano
2015,Casa,1,Jalisco,Contenidos,Humano-Error,1,-510,0,Humano
2015,Casa,1,Distrito Federal,Contenidos,Agua-Tuberia Rota,3,24494,25001,Agua
2015,Casa,1,Estado De Mexico,Contenidos,Agua-Tuberia Rota,3,723,917,Agua
2015,Casa,1,Distrito Federal,Contenidos,Incidente-Corto Electrico,1,10053,0,Incidente
2015,Casa,1,Distrito Federal,Contenidos,Agua-Tuberia Rota,6,153,0,Agua
2015,Casa,1,Estado De Mexico,Edificio,Incidente-Corto Electrico,1,-153,0,Incidente
2015,Casa,1,Distrito Federal,Edificio,"Incidente-Rotura de Techo, Vidrios o Paredes",1,-439,0,Incidente
2015,Casa,1,Distrito Federal,Edificio,Agua-Tuberia Rota,4,-25,0,Agua
2015,Casa,1,Sonora,Edificio,Agua-Tuberia Rota,1,0,183,Agua
2015,Casa,1,Distrito Federal,Edificio,Incidente-Corto Electrico,1,227,0,Incidente
2015,Casa,1,Sonora,Edificio,Naturaleza-Fenomeno,1,-619,0,Naturaleza
2015,Casa,1,Distrito Federal,Edificio,Agua-Tuberia Rota,1,-2290,0,Agua
2015,Casa,1,Estado De Mexico,Edificio,Agua-Tuberia Rota,1,-16907,0,Agua
2015,Casa,1,Sonora,Edificio,Agua-Tuberia Rota,1,91752,97624,Agua
2015,Casa,1,Distrito Federal,Edificio,Agua-Tuberia Rota,3,-320,0,Agua
2015,Casa,1,Baja California,Contenidos,Agua-No Atmosferica,6,-95896,0,Agua
2015,Casa,1,Sonora,Contenidos,Incidente-Ignicion Espontanea,1,11609,12564,Incidente
2015,Casa,1,Baja California,Contenidos,Incidente-Corto Electrico,3,-329669,171190,Incidente
2015,Casa,1,Baja California Sur,Contenidos,Incidente-Corto Electrico,1,108898,108898,Incidente
2015,Casa,1,Sonora,Contenidos,Incidente-Corto Electrico,8,106601,48989,Incidente
2015,Casa,1,Estado De Mexico,Contenidos,Naturaleza-Fenomeno,1,45,0,Naturaleza
2015,Casa,1,Baja California,Contenidos,Agua-Lluvia,2,98554,115052,Agua
2015,Casa,1,Coahuila,Contenidos,Agua-Lluvia,1,28556,28732,Agua
2015,Casa,1,Jalisco,Contenidos,Agua-Lluvia,1,-38695,13396,Agua
2015,Casa,1,Nayarit,Contenidos,Otro-Otro,1,65797,65797,Otro
2015,Casa,1,Baja California,Contenidos,Naturaleza-Rayo,3,722484,15955,Naturaleza
2015,Casa,1,Chihuahua,Contenidos,Naturaleza-Rayo,1,-18080,0,Naturaleza
2015,Casa,1,Guerrero,Contenidos,Naturaleza-Rayo,1,171,341,Naturaleza
2015,Casa,1,Quintana Roo,Contenidos,Naturaleza-Rayo,5,112890,116657,Naturaleza
2015,Casa,1,Tamaulipas,Contenidos,Naturaleza-Rayo,1,80000,0,Naturaleza
2015,Casa,1,Nayarit,Contenidos,Agua-Tuberia Rota,1,51555,51555,Agua
2015,Casa,1,Baja California,Contenidos,Incidente-Corto Electrico,1,-508,850,Incidente
2015,Casa,1,Baja California,Contenidos,Humano-Incendio Provocado,2,4166,74805,Humano
2015,Casa,1,Baja California,Contenidos,Incidente-Explosion,1,22272,2259,Incidente
2015,Casa,1,Baja California Sur,Contenidos,Incidente-Explosion,1,48256,0,Incidente
2015,Casa,1,Distrito Federal,Contenidos,Incidente-Explosion,1,0,0,Incidente
2015,Casa,1,Estado De Mexico,Contenidos,Incidente-Explosion,1,0,0,Incidente
2015,Casa,1,Baja California Sur,Contenidos,Agua-Lluvia,1,1682,1682,Agua
2015,Casa,1,Baja California,Contenidos,Naturaleza-Rayo,3,30089,29357,Naturaleza
2015,Casa,1,Estado De Mexico,Contenidos,Naturaleza-Rayo,1,6392,7242,Naturaleza
2015,Casa,1,Nuevo Leon,Contenidos,Naturaleza-Rayo,1,40064,41667,Naturaleza
2015,Casa,1,Quintana Roo,Contenidos,Naturaleza-Rayo,2,-55378,102875,Naturaleza
2015,Casa,1,Baja California,Edificio,Agua-No Atmosferica,4,66303,96635,Agua
2015,Casa,1,Baja California,Edificio,Naturaleza-Fenomeno,1,132195,0,Naturaleza
2015,Casa,1,Baja California,Edificio,Humano-Impacto Vehicular,2,-10601,0,Humano
2015,Casa,1,Baja California Sur,Edificio,Caida-Arbol,3,146931,286993,Caida
2015,Casa,1,Baja California,Edificio,Agua-No Atmosferica,1,-1569,0,Agua
2015,Casa,1,Baja California Sur,Edificio,Agua-No Atmosferica,2,0,0,Agua
2015,Casa,1,Coahuila,Edificio,Humano-Incendio Provocado,4,0,0,Humano
2015,Casa,1,Sonora,Edificio,Incidente-Ignicion Espontanea,1,57730,59629,Incidente
2015,Casa,1,Baja California,Edificio,Caida-Antena,1,0,0,Caida
2015,Casa,1,Baja California,Edificio,Incidente-Corto Electrico,2,825974,851714,Incidente
2015,Casa,1,Sonora,Edificio,Incidente-Corto Electrico,4,354455,24472,Incidente
2015,Casa,1,Baja California,Edificio,Incidente-Explosion,1,45083,0,Incidente
2015,Casa,1,Baja California,Edificio,Humano-Impacto Vehicular,1,26828,26608,Humano
2015,Casa,1,Baja California,Edificio,Agua-Lluvia,3,400526,413423,Agua
2015,Casa,1,Coahuila,Edificio,Agua-Lluvia,1,26813,26951,Agua
2015,Casa,1,Jalisco,Edificio,Agua-Lluvia,1,0,0,Agua
2015,Casa,1,Baja California,Edificio,Naturaleza-Rayo,2,542624,9990,Naturaleza
2015,Casa,1,Baja California Sur,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,1,Chihuahua,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,1,Estado De Mexico,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,1,Quintana Roo,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,1,Baja California,Edificio,Agua-Tuberia Rota,1,12826,12832,Agua
2015,Casa,1,Sonora,Edificio,Incidente-Ignicion Espontanea,1,16899,16899,Incidente
2015,Casa,1,Baja California,Edificio,Incidente-Corto Electrico,1,11538,14080,Incidente
2015,Casa,1,Baja California,Edificio,Agua-Lluvia,1,66122,66584,Agua
2015,Casa,1,Baja California,Edificio,Humano-Incendio Provocado,2,4496,200119,Humano
2015,Casa,1,Baja California Sur,Edificio,Humano-Incendio Provocado,1,1682,1682,Humano
2015,Casa,1,Guanajuato,Edificio,Humano-Incendio Provocado,1,1753,1753,Humano
2015,Casa,1,Baja California,Edificio,Incidente-Explosion,2,420470,374078,Incidente
2015,Casa,1,Distrito Federal,Edificio,Incidente-Explosion,1,308500,31447,Incidente
2015,Casa,1,Estado De Mexico,Edificio,Incidente-Explosion,2,44577,44577,Incidente
2015,Casa,1,Baja California,Edificio,Humano-Falta de Mantenimiento,2,32812,34664,Humano
2015,Casa,1,Baja California Sur,Edificio,Humano-Falta de Mantenimiento,1,391860,514,Humano
2015,Casa,1,Estado De Mexico,Edificio,Humano-Falta de Mantenimiento,1,104956,107577,Humano
2015,Casa,1,Nayarit,Edificio,Humano-Falta de Mantenimiento,1,17723,19304,Humano
2015,Casa,1,Sonora,Edificio,Humano-Falta de Mantenimiento,1,-4600,64743,Humano
2015,Casa,1,Baja California,Edificio,Agua-Lluvia,1,1753,1753,Agua
2015,Casa,1,Baja California Sur,Edificio,Agua-Lluvia,1,15400,15400,Agua
2015,Casa,1,Baja California,Edificio,Agua-Tuberia Rota,3,107734,107734,Agua
2015,Casa,1,Sonora,Edificio,Agua-Tuberia Rota,1,9433,9433,Agua
2015,Casa,1,Baja California Sur,Ambos u Otros,Agua-Lluvia,1,-91207,0,Agua
2015,Casa,1,Baja California,Ambos u Otros,Humano-Error,1,3674,3846,Humano
2015,Casa,1,Estado De Mexico,Ambos u Otros,Naturaleza-Rayo,1,119441,121912,Naturaleza
2015,Casa,1,Sonora,Ambos u Otros,Naturaleza-Rayo,1,-213,3500,Naturaleza
2015,Casa,1,Baja California,Ambos u Otros,Humano-Incendio Provocado,2,-46017,4439,Humano
2015,Casa,1,Baja California,Ambos u Otros,Incidente-Explosion,1,6321,6321,Incidente
2015,Casa,1,Estado De Mexico,Ambos u Otros,Incidente-Explosion,1,22983,22983,Incidente
2015,Casa,1,Baja California Sur,Ambos u Otros,Agua-Lluvia,36,-6821480,1000,Agua
2015,Casa,1,Baja California,Ambos u Otros,Naturaleza-Rayo,1,88816,0,Naturaleza
2015,Casa,1,Baja California,Ambos u Otros,Agua-Tuberia Rota,3,12781,12781,Agua
2015,Casa,1,Distrito Federal,Ambos u Otros,Agua-Tuberia Rota,1,30331,30331,Agua
2015,Casa,2,Estado De Mexico,Contenidos,Agua-Tuberia Rota,1,1382,1499,Agua
2015,Casa,2,Baja California,Contenidos,Agua-No Atmosferica,2,2304,0,Agua
2015,Casa,2,Baja California,Contenidos,Agua-No Atmosferica,1,95952,165300,Agua
2015,Casa,2,Nuevo Leon,Contenidos,Agua-No Atmosferica,1,25525,0,Agua
2015,Casa,2,Baja California Sur,Contenidos,Caida-Arbol,1,63,0,Caida
2015,Casa,2,Baja California,Contenidos,Agua-No Atmosferica,1,-8882,0,Agua
2015,Casa,2,Baja California Sur,Contenidos,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,2,Baja California,Contenidos,Incidente-Ignicion Espontanea,4,92261,712849,Incidente
2015,Casa,2,Nayarit,Contenidos,Incidente-Corto Electrico,1,0,0,Incidente
2015,Casa,2,Quintana Roo,Contenidos,Incidente-Corto Electrico,1,-2646,13062,Incidente
2015,Casa,2,Baja California,Contenidos,Naturaleza-Rayo,2,-177540,34494,Naturaleza
2015,Casa,2,Baja California Sur,Contenidos,Naturaleza-Rayo,1,1,0,Naturaleza
2015,Casa,2,Colima,Contenidos,Naturaleza-Rayo,1,82699,0,Naturaleza
2015,Casa,2,Jalisco,Contenidos,Naturaleza-Rayo,1,-16213,136991,Naturaleza
2015,Casa,2,Nayarit,Contenidos,Naturaleza-Rayo,3,-353332,3746,Naturaleza
2015,Casa,2,Nuevo Leon,Contenidos,Naturaleza-Rayo,1,-121,0,Naturaleza
2015,Casa,2,Quintana Roo,Contenidos,Naturaleza-Rayo,2,318958,0,Naturaleza
2015,Casa,2,Sonora,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,2,Baja California Sur,Contenidos,Incidente-Explosion,1,3472,3500,Incidente
2015,Casa,2,Estado De Mexico,Contenidos,Naturaleza-Rayo,1,1780,2466,Naturaleza
2015,Casa,2,Quintana Roo,Contenidos,Naturaleza-Rayo,1,-109,0,Naturaleza
2015,Casa,2,Sonora,Contenidos,Naturaleza-Rayo,2,33588,36054,Naturaleza
2015,Casa,2,Baja California,Edificio,Agua-No Atmosferica,2,-36353,0,Agua
2015,Casa,2,Baja California,Edificio,Humano-Impacto Vehicular,1,33049,0,Humano
2015,Casa,2,Baja California,Edificio,Agua-No Atmosferica,1,44446,68306,Agua
2015,Casa,2,Nuevo Leon,Edificio,Agua-No Atmosferica,2,61544,72075,Agua
2015,Casa,2,Baja California Sur,Edificio,Caida-Arbol,7,1307235,1522045,Caida
2015,Casa,2,Baja California,Edificio,Agua-No Atmosferica,1,19741,46386,Agua
2015,Casa,2,Baja California Sur,Edificio,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,2,Estado De Mexico,Edificio,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,2,Baja California,Edificio,Humano-Incendio Provocado,1,0,0,Humano
2015,Casa,2,Coahuila,Edificio,Humano-Incendio Provocado,1,0,0,Humano
2015,Casa,2,Baja California,Edificio,Incidente-Ignicion Espontanea,4,-6958406,9995827,Incidente
2015,Casa,2,Baja California,Edificio,Incidente-Corto Electrico,1,24566,322651,Incidente
2015,Casa,2,Queretaro,Edificio,Incidente-Corto Electrico,1,-1,0,Incidente
2015,Casa,2,Quintana Roo,Edificio,Naturaleza-Fenomeno,1,59052,0,Naturaleza
2015,Casa,2,Baja California,Edificio,Agua-Lluvia,1,29030,29043,Agua
2015,Casa,2,Oaxaca,Edificio,Agua-Lluvia,1,1753,1753,Agua
2015,Casa,2,Baja California Sur,Edificio,Naturaleza-Rayo,1,-414,0,Naturaleza
2015,Casa,2,Chihuahua,Edificio,Naturaleza-Rayo,1,85535,85535,Naturaleza
2015,Casa,2,Distrito Federal,Edificio,Naturaleza-Rayo,1,11550,0,Naturaleza
2015,Casa,2,Nayarit,Edificio,Naturaleza-Rayo,2,117978,118723,Naturaleza
2015,Casa,2,Quintana Roo,Edificio,Naturaleza-Rayo,5,933045,4500,Naturaleza
2015,Casa,2,Guerrero,Edificio,"Incidente-Rotura de Techo, Vidrios o Paredes",1,11315,10948,Incidente
2015,Casa,2,Guerrero,Edificio,Agua-Tuberia Rota,1,14,0,Agua
2015,Casa,2,Jalisco,Edificio,Agua-Tuberia Rota,1,20043,21520,Agua
2015,Casa,2,Nayarit,Edificio,Agua-Tuberia Rota,1,-883,0,Agua
2015,Casa,2,Guerrero,Edificio,Naturaleza-Fenomeno,1,0,0,Naturaleza
2015,Casa,2,Baja California Sur,Edificio,Naturaleza-Fenomeno,1,140096,298520,Naturaleza
2015,Casa,2,Jalisco,Edificio,Otro-Otro,1,0,0,Otro
2015,Casa,2,Distrito Federal,Edificio,Incidente-Corto Electrico,1,-392,0,Incidente
2015,Casa,2,Baja California,Edificio,Humano-Falta de Mantenimiento,2,1530,2876,Humano
2015,Casa,2,Baja California Sur,Edificio,Humano-Falta de Mantenimiento,1,0,0,Humano
2015,Casa,2,Distrito Federal,Edificio,Humano-Falta de Mantenimiento,1,-236,0,Humano
2015,Casa,2,Jalisco,Edificio,Humano-Falta de Mantenimiento,1,331,662,Humano
2015,Casa,2,Quintana Roo,Edificio,Humano-Falta de Mantenimiento,3,15605,15249,Humano
2015,Casa,2,Sonora,Edificio,Humano-Falta de Mantenimiento,1,12714,13500,Humano
2015,Casa,2,Quintana Roo,Ambos u Otros,Humano-Error,2,87833,0,Humano
2015,Casa,2,Quintana Roo,Ambos u Otros,Humano-Falta de Mantenimiento,1,41464,0,Humano
2015,Casa,2,Baja California,Ambos u Otros,Naturaleza-Rayo,1,600,600,Naturaleza
2015,Casa,2,Baja California,Ambos u Otros,Agua-Lluvia,1,2792,2809,Agua
2015,Casa,3,Baja California,Contenidos,Agua-No Atmosferica,1,13826,18830,Agua
2015,Casa,3,Baja California Sur,Contenidos,Incidente-Corto Electrico,1,0,0,Incidente
2015,Casa,3,Baja California,Contenidos,Agua-Lluvia,1,310973,301382,Agua
2015,Casa,3,Distrito Federal,Contenidos,Naturaleza-Rayo,1,-2477,26090,Naturaleza
2015,Casa,3,Jalisco,Contenidos,Naturaleza-Rayo,1,-74,0,Naturaleza
2015,Casa,3,Nayarit,Contenidos,Naturaleza-Rayo,1,-181220,0,Naturaleza
2015,Casa,3,Quintana Roo,Contenidos,Naturaleza-Rayo,2,11204,11925,Naturaleza
2015,Casa,3,Jalisco,Contenidos,Naturaleza-Rayo,1,-2336,4128,Naturaleza
2015,Casa,3,Quintana Roo,Contenidos,Naturaleza-Rayo,3,27131,30200,Naturaleza
2015,Casa,3,Baja California,Edificio,Humano-Impacto Vehicular,1,9088,9088,Humano
2015,Casa,3,Baja California,Edificio,Agua-No Atmosferica,1,-31193,41742,Agua
2015,Casa,3,Baja California,Edificio,Agua-Lluvia,1,406839,390854,Agua
2015,Casa,3,Estado De Mexico,Edificio,Agua-Lluvia,1,0,0,Agua
2015,Casa,3,Nayarit,Edificio,Naturaleza-Rayo,2,-45211,337,Naturaleza
2015,Casa,3,Baja California Sur,Edificio,Humano-Error,1,62441,67202,Humano
2015,Casa,3,Guerrero,Edificio,Humano-Falta de Mantenimiento,1,10000,0,Humano
2015,Casa,3,Sinaloa,Edificio,Humano-Falta de Mantenimiento,1,-15677,92033,Humano
2015,Casa,3,Baja California,Ambos u Otros,Agua-Lluvia,1,23888,23408,Agua
2015,Casa,3,Sinaloa,Ambos u Otros,Naturaleza-Rayo,1,8840,8840,Naturaleza
2015,Casa,3,Baja California Sur,Ambos u Otros,Humano-Error,1,3789,5345,Humano
2015,Casa,4,Quintana Roo,Contenidos,Naturaleza-Rayo,1,47411,48215,Naturaleza
2015,Casa,4,Quintana Roo,Edificio,Humano-Falta de Mantenimiento,1,-37,0,Humano
2015,Casa,4,Nayarit,Contenidos,Otro-Otro,1,0,0,Otro
2015,Casa,4,Nayarit,Contenidos,Agua-Tuberia Rota,1,0,0,Agua
2015,Casa,4,Baja California,Contenidos,Agua-No Atmosferica,2,2967,6729,Agua
2015,Casa,4,Baja California,Contenidos,Naturaleza-Fenomeno,1,-51,0,Naturaleza
2015,Casa,4,Jalisco,Contenidos,Naturaleza-Rayo,2,0,0,Naturaleza
2015,Casa,4,Nayarit,Contenidos,Naturaleza-Rayo,1,-414,0,Naturaleza
2015,Casa,4,Quintana Roo,Contenidos,Naturaleza-Rayo,2,-2405,353,Naturaleza
2015,Casa,4,Guerrero,Contenidos,Naturaleza-Fenomeno,1,-6914,0,Naturaleza
2015,Casa,4,Nayarit,Contenidos,Naturaleza-Rayo,3,145386,153234,Naturaleza
2015,Casa,4,Quintana Roo,Contenidos,Naturaleza-Rayo,2,38984,41330,Naturaleza
2015,Casa,4,Baja California,Edificio,Agua-Tuberia Rota,1,13166,13475,Agua
2015,Casa,4,Baja California Sur,Edificio,Caida-Arbol,1,741073,788521,Caida
2015,Casa,4,Baja California,Edificio,Agua-Tuberia Rota,1,31602,36695,Agua
2015,Casa,4,Baja California,Edificio,Agua-No Atmosferica,1,-727,0,Agua
2015,Casa,4,Baja California,Edificio,Incidente-Ignicion Espontanea,1,-40734,36122,Incidente
2015,Casa,4,Distrito Federal,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,4,Quintana Roo,Edificio,Naturaleza-Rayo,1,23300,23673,Naturaleza
2015,Casa,4,Sinaloa,Edificio,Naturaleza-Rayo,1,-9069,0,Naturaleza
2015,Casa,4,Nayarit,Edificio,Humano-Falta de Mantenimiento,2,19129,0,Humano
2015,Casa,4,Sinaloa,Edificio,Humano-Falta de Mantenimiento,2,47507,72770,Humano
2015,Casa,4,Sinaloa,Ambos u Otros,Humano-Error,1,9760,9760,Humano
2015,Casa,4,Nayarit,Ambos u Otros,Humano-Falta de Mantenimiento,1,1240,1240,Humano
2015,Casa,5,Distrito Federal,Edificio,Incidente-Corto Electrico,1,113,0,Incidente
2015,Casa,5,Baja California,Contenidos,Agua-No Atmosferica,1,-1411,0,Agua
2015,Casa,5,Baja California Sur,Contenidos,Naturaleza-Rayo,1,10000,0,Naturaleza
2015,Casa,5,Distrito Federal,Contenidos,Naturaleza-Rayo,1,-921,0,Naturaleza
2015,Casa,5,Jalisco,Contenidos,Naturaleza-Rayo,3,-12669,470,Naturaleza
2015,Casa,5,Nayarit,Contenidos,Agua-Tuberia Rota,1,45489,49683,Agua
2015,Casa,5,Nayarit,Contenidos,Agua-Tuberia Rota,1,0,0,Agua
2015,Casa,5,Distrito Federal,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,5,Baja California Sur,Edificio,Caida-Arbol,1,55377,66795,Caida
2015,Casa,5,Distrito Federal,Edificio,Naturaleza-Rayo,1,-8172,0,Naturaleza
2015,Casa,5,Jalisco,Edificio,Naturaleza-Rayo,2,-1,0,Naturaleza
2015,Casa,5,Distrito Federal,Edificio,Humano-Falta de Mantenimiento,2,21947,27359,Humano
2015,Casa,5,Baja California Sur,Ambos u Otros,Humano-Error,1,13183,16985,Humano
2015,Casa,6,Nayarit,Contenidos,Naturaleza-Rayo,1,-26414,146,Naturaleza
2015,Casa,6,Nayarit,Contenidos,Naturaleza-Rayo,1,33898,35301,Naturaleza
2015,Casa,6,Sonora,Contenidos,Naturaleza-Rayo,1,-23503,0,Naturaleza
2015,Casa,6,Distrito Federal,Edificio,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,6,Nayarit,Edificio,Naturaleza-Rayo,1,-653,0,Naturaleza
2015,Casa,6,Baja California,Edificio,Agua-Tuberia Rota,1,3856,3856,Agua
2015,Casa,6,Distrito Federal,Edificio,Agua-Tuberia Rota,1,-28318,0,Agua
2015,Casa,6,Estado De Mexico,Edificio,Humano-Falta de Mantenimiento,1,21129,21968,Humano
2015,Casa,6,Nayarit,Edificio,Humano-Falta de Mantenimiento,1,69485,69485,Humano
2015,Casa,7,Sinaloa,Contenidos,Agua-Tuberia Rota,1,23995,28289,Agua
2015,Casa,7,Jalisco,Contenidos,Naturaleza-Rayo,2,-9233,0,Naturaleza
2015,Casa,7,Jalisco,Contenidos,Naturaleza-Rayo,3,16907,17272,Naturaleza
2015,Casa,7,Sinaloa,Edificio,Agua-Tuberia Rota,1,54321,58874,Agua
2015,Casa,7,Baja California,Edificio,Agua-No Atmosferica,1,21561,0,Agua
2015,Casa,7,Jalisco,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,8,Baja California,Contenidos,Agua-No Atmosferica,1,-1366,0,Agua
2015,Casa,8,Baja California,Contenidos,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,8,Baja California,Edificio,Agua-No Atmosferica,1,5943,10941,Agua
2015,Casa,8,Nuevo Leon,Edificio,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,8,Distrito Federal,Edificio,Agua-Lluvia,1,9082,9154,Agua
2015,Casa,8,Quintana Roo,Edificio,Agua-Lluvia,1,-3799,3924,Agua
2015,Casa,8,Distrito Federal,Edificio,Agua-Tuberia Rota,1,14773,15503,Agua
2015,Casa,8,Distrito Federal,Ambos u Otros,Agua-Tuberia Rota,1,3738,3922,Agua
2015,Casa,9,Estado De Mexico,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,9,Jalisco,Contenidos,Naturaleza-Rayo,1,-15371,0,Naturaleza
2015,Casa,9,Sinaloa,Contenidos,Naturaleza-Rayo,1,6492,7288,Naturaleza
2015,Casa,9,Estado De Mexico,Edificio,Incidente-Corto Electrico,1,0,0,Incidente
2015,Casa,9,Estado De Mexico,Edificio,Agua-No Atmosferica,1,17,0,Agua
2015,Casa,9,Distrito Federal,Edificio,Humano-Falta de Mantenimiento,1,0,0,Humano
2015,Casa,10,Baja California,Contenidos,Agua-No Atmosferica,1,-163,0,Agua
2015,Casa,10,Distrito Federal,Contenidos,Incidente-Explosion,1,54827,0,Incidente
2015,Casa,10,Jalisco,Contenidos,Naturaleza-Rayo,1,2274,3017,Naturaleza
2015,Casa,10,Nayarit,Contenidos,Naturaleza-Rayo,1,-76,0,Naturaleza
2015,Casa,10,Nayarit,Contenidos,Naturaleza-Rayo,1,1631706,1718359,Naturaleza
2015,Casa,10,Baja California,Edificio,Agua-No Atmosferica,1,55195,127959,Agua
2015,Casa,10,Distrito Federal,Edificio,Agua-Lluvia,1,0,0,Agua
2015,Casa,10,Morelos,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,10,Jalisco,Edificio,Humano-Falta de Mantenimiento,2,-344001,0,Humano
2015,Casa,12,Jalisco,Contenidos,Naturaleza-Rayo,5,73699,94154,Naturaleza
2015,Casa,12,Distrito Federal,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,12,Estado De Mexico,Edificio,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,12,Distrito Federal,Edificio,Naturaleza-Rayo,2,-1,0,Naturaleza
2015,Casa,12,Jalisco,Edificio,Naturaleza-Rayo,2,-18584,0,Naturaleza
2015,Casa,12,Quintana Roo,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,12,Distrito Federal,Edificio,Humano-Falta de Mantenimiento,1,0,0,Humano
2015,Casa,13,Quintana Roo,Contenidos,Naturaleza-Rayo,1,26914,4540,Naturaleza
2015,Casa,13,Estado De Mexico,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,13,Jalisco,Edificio,Naturaleza-Rayo,1,1314,0,Naturaleza
2015,Casa,13,Distrito Federal,Edificio,Humano-Falta de Mantenimiento,2,7948,13658,Humano
2015,Casa,14,Sinaloa,Contenidos,Naturaleza-Rayo,2,23047,26503,Naturaleza
2015,Casa,15,Guerrero,Contenidos,Incidente-Explosion,1,5736,7839,Incidente
2015,Casa,15,Guerrero,Contenidos,Naturaleza-Rayo,1,21990,29000,Naturaleza
2015,Casa,15,Quintana Roo,Contenidos,Naturaleza-Rayo,1,67375,69226,Naturaleza
2015,Casa,15,Guerrero,Edificio,Humano-Falta de Mantenimiento,1,-3802,0,Humano
2015,Casa,15,Quintana Roo,Edificio,Humano-Falta de Mantenimiento,4,20809,19075,Humano
2015,Casa,15,Guerrero,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,15,Sinaloa,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,15,Guerrero,Contenidos,Naturaleza-Rayo,1,317490,344478,Naturaleza
2015,Casa,15,Sinaloa,Contenidos,Naturaleza-Rayo,1,-37,0,Naturaleza
2015,Casa,15,Guerrero,Edificio,Naturaleza-Rayo,2,-3611,0,Naturaleza
2015,Casa,15,Guerrero,Edificio,Humano-Falta de Mantenimiento,8,40907,53943,Humano
2015,Casa,16,Sonora,Contenidos,Agua-No Atmosferica,1,20581,0,Agua
2015,Casa,16,Estado De Mexico,Contenidos,Naturaleza-Rayo,2,9258,23994,Naturaleza
2015,Casa,16,Quintana Roo,Contenidos,Naturaleza-Rayo,2,12744,20456,Naturaleza
2015,Casa,16,Quintana Roo,Contenidos,Incidente-Explosion,1,0,0,Incidente
2015,Casa,16,Quintana Roo,Contenidos,Naturaleza-Rayo,3,56318,90710,Naturaleza
2015,Casa,16,Estado De Mexico,Edificio,Naturaleza-Rayo,5,-22319,0,Naturaleza
2015,Casa,16,Quintana Roo,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2015,Casa,16,Estado De Mexico,Edificio,Humano-Falta de Mantenimiento,1,53,0,Humano
2015,Casa,16,Quintana Roo,Edificio,Humano-Falta de Mantenimiento,3,-59354,7500,Humano
2015,Casa,16,Guerrero,Edificio,Agua-Tuberia Rota,1,1618,1740,Agua
2015,Casa,17,Sonora,Contenidos,Agua-No Atmosferica,1,0,0,Agua
2015,Casa,17,Estado De Mexico,Contenidos,Naturaleza-Fenomeno,1,15371,0,Naturaleza
