AÑO,GIRO,NUMERO DE NIVELES,ENTIDAD,TIPO DE BIEN,CAUSA DEL SINIESTRO,NUMERO DE SINIESTROS,MONTO DE SINIESTRO,MONTO PAGADO,CAUSA
2017,Estacionamiento,1,Mexico,Contenidos,Incidente-Corto Electrico,1,17898,17898,Incidente
2017,Casa,1,Guanajuato,Edificio,Caida-Maquinaria,1,1200,1200,Caida
2017,Casa,1,Guanajuato,Contenidos,Caida-Maquinaria,1,11207,11207,Caida
2017,Casa,1,Distrito Federal,Contenidos,Caida-Maquinaria,1,0,0,Caida
2017,Casa,1,Nuevo Leon,Edificio,Caida-Maquinaria,15,612307,528307,Caida
2017,Casa,1,Sonora,Contenidos,Caida-Maquinaria,1,20138,20138,Caida
2017,Casa,1,Nuevo Leon,Contenidos,Otro-Otro,1,0,6310,Otro
2017,Casa,1,Sonora,Edificio,Humano-Impacto Vehicular,1,-35000,0,Humano
2017,Casa,1,Sonora,Edificio,Naturaleza-Fenomeno,3,-120000,0,Naturaleza
2017,Casa,1,Sonora,Contenidos,Incidente-Corto Electrico,1,-5000,0,Incidente
2017,Casa,1,Sonora,Contenidos,Agua-Lluvia,7,-793414,138326,Agua
2017,Casa,1,Aguascalientes,Edificio,Agua-Tuberia Rota,1,24603,0,Agua
2017,Casa,1,Baja California,Edificio,Humano-Impacto Vehicular,1,0,0,Humano
2017,Casa,1,Baja California,Edificio,Humano-Incendio Provocado,1,2018,0,Humano
2017,Casa,1,Baja California Sur,Ambos u Otros,Incidente-Corto Electrico,1,1589,1589,Incidente
2017,Casa,1,Coahuila,Edificio,Agua-Lluvia,3,125412,30412,Agua
2017,Casa,1,Coahuila,Contenidos,Caida-Maquinaria,1,0,0,Caida
2017,Casa,1,Distrito Federal,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,1,Distrito Federal,Contenidos,Naturaleza-Rayo,9,243465,135289,Naturaleza
2017,Casa,1,Distrito Federal,Ambos u Otros,Agua-Lluvia,5,215051,194335,Agua
2017,Casa,1,Distrito Federal,Ambos u Otros,Agua-Tuberia Rota,1,1878,1878,Agua
2017,Casa,1,Distrito Federal,Edificio,Humano-Error,2,32550,32550,Humano
2017,Casa,1,Distrito Federal,Contenidos,Agua-Tuberia Rota,3,10215,1095,Agua
2017,Casa,1,Guerrero,Edificio,Naturaleza-Fenomeno,1,0,0,Naturaleza
2017,Casa,1,Jalisco,Edificio,Humano-Falta de Mantenimiento,2,0,0,Humano
2017,Casa,1,Jalisco,Contenidos,Agua-Tuberia Rota,2,5000,0,Agua
2017,Casa,1,Jalisco,Contenidos,Naturaleza-Rayo,2,-1550,1750,Naturaleza
2017,Casa,1,Mexico,Edificio,Incidente-Construccion Deficiente,1,0,0,Incidente
2017,Casa,1,Mexico,Edificio,Caida-Arbol,1,1573,0,Caida
2017,Casa,1,Mexico,Edificio,Agua-Lluvia,4,22273,15629,Agua
2017,Casa,1,Guanajuato,Contenidos,Incidente-Corto Electrico,2,-11025,3975,Incidente
2017,Casa,1,Guerrero,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,1,Hidalgo,Contenidos,Humano-Incendio Provocado,1,17550,17550,Humano
2017,Casa,1,Jalisco,Edificio,Agua-No Atmosferica,9,0,0,Agua
2017,Casa,1,Mexico,Edificio,Agua-Lluvia,1,23276,23276,Agua
2017,Casa,1,Nayarit,Edificio,Incidente-Corto Electrico,3,131040,6040,Incidente
2017,Casa,1,Nuevo Leon,Ambos u Otros,Incidente-Corto Electrico,1,10000,0,Incidente
2017,Casa,1,Puebla,Edificio,Humano-Impacto Vehicular,1,788,788,Humano
2017,Casa,1,Sonora,Contenidos,Agua-Tuberia Rota,2,17839,17839,Agua
2017,Casa,1,Sonora,Contenidos,Incidente-Corto Electrico,10,510255,517255,Incidente
2017,Casa,1,Tamaulipas,Contenidos,Naturaleza-Rayo,1,14090,14090,Naturaleza
2017,Casa,1,Baja California,Edificio,Agua-No Atmosferica,7,-10020,0,Agua
2017,Casa,1,Coahuila,Contenidos,Naturaleza-Rayo,1,1783,1783,Naturaleza
2017,Casa,1,Chihuahua,Edificio,Incidente-Explosion,4,133968,206335,Incidente
2017,Casa,1,Distrito Federal,Contenidos,Naturaleza-Rayo,4,146805,94981,Naturaleza
2017,Casa,1,Distrito Federal,Ambos u Otros,Naturaleza-Rayo,2,13695,0,Naturaleza
2017,Casa,1,Mexico,Contenidos,Incidente-Explosion,2,-1,0,Incidente
2017,Casa,1,Mexico,Contenidos,Naturaleza-Rayo,2,52139,631,Naturaleza
2017,Casa,1,Nuevo Leon,Edificio,Humano-Impacto Vehicular,1,-4522,0,Humano
2017,Casa,1,Queretaro,Edificio,Agua-No Atmosferica,4,-10422,819,Agua
2017,Casa,1,Sinaloa,Edificio,Naturaleza-Rayo,1,2991,0,Naturaleza
2017,Casa,1,Sonora,Edificio,Incidente-Corto Electrico,6,13226,19496,Incidente
2017,Casa,1,Tabasco,Ambos u Otros,Humano-Error,1,1424,1424,Humano
2017,Casa,1,Tamaulipas,Edificio,Incidente-Explosion,1,37143,37143,Incidente
2017,Casa,1,Tamaulipas,Ambos u Otros,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,1,Veracruz,Contenidos,Naturaleza-Rayo,2,15800,0,Naturaleza
2017,Casa,1,Veracruz,Ambos u Otros,Caida-Maquinaria,1,19373,19373,Caida
2017,Casa,2,Baja California,Edificio,Agua-Lluvia,1,1675,1675,Agua
2017,Casa,2,Baja California,Edificio,Incidente-Corto Electrico,6,436539,156539,Incidente
2017,Casa,2,Baja California,Ambos u Otros,Agua-Lluvia,1,44640,44640,Agua
2017,Casa,2,Chihuahua,Edificio,Agua-No Atmosferica,6,0,0,Agua
2017,Casa,2,Chihuahua,Edificio,Incidente-Corto Electrico,2,0,0,Incidente
2017,Casa,2,Guanajuato,Edificio,Humano-Impacto Vehicular,1,26725,26725,Humano
2017,Casa,2,Jalisco,Edificio,Caida-Arbol,1,3843,3843,Caida
2017,Casa,2,Jalisco,Contenidos,Incidente-Corto Electrico,3,76755,76755,Incidente
2017,Casa,2,Mexico,Edificio,Caida-Arbol,1,12787,12787,Caida
2017,Casa,2,Michoacan,Edificio,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,2,Michoacan,Edificio,Agua-Lluvia,1,0,0,Agua
2017,Casa,2,Coahuila,Edificio,Otro-Otro,1,19997,0,Otro
2017,Oficinas,1,Nuevo Leon,Edificio,Agua-Tuberia Rota,1,230000,0,Agua
2017,Fabrica,3,Guanajuato,Edificio,Incidente-Explosion,1,6000,0,Incidente
2017,Comercio Al Por Menor,1,Baja California,Contenidos,Incidente-Explosion,1,214312,214312,Incidente
2017,Comercio Al Por Menor,1,Veracruz,Edificio,Incidente-Corto Electrico,1,1401,72401,Incidente
2017,Comercio Al Por Menor,2,Michoacan,Edificio,Agua-Lluvia,1,350843,350843,Agua
2017,Almacenaje,1,Distrito Federal,Contenidos,Incidente-Explosion,1,200,0,Incidente
2017,Almacenaje,1,Morelos,Ambos u Otros,Naturaleza-Fenomeno,1,404671,404671,Naturaleza
2017,Servicios,3,Jalisco,Contenidos,Incidente-Explosion,1,2000,0,Incidente
2017,Servicios,3,Distrito Federal,Contenidos,Agua-No Atmosferica,1,25294,25294,Agua
2017,Servicios,3,Distrito Federal,Ambos u Otros,Agua-Lluvia,1,133467,0,Agua
2017,Estacionamiento,1,Coahuila,Contenidos,Incidente-Explosion,1,50000,0,Incidente
2017,Estacionamiento,1,Guerrero,Edificio,Agua-Lluvia,1,16749,16749,Agua
2017,Casa,1,Baja California,Contenidos,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,1,Baja California Sur,Edificio,Incidente-Corto Electrico,2,25000,0,Incidente
2017,Casa,1,Colima,Edificio,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,1,Chiapas,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,1,Distrito Federal,Edificio,Caida-Arbol,4,27017,27017,Caida
2017,Casa,1,Distrito Federal,Edificio,Incidente-Explosion,1,345044,0,Incidente
2017,Casa,1,Durango,Edificio,Agua-No Atmosferica,3,0,0,Agua
2017,Casa,1,Durango,Edificio,Incidente-Corto Electrico,4,0,0,Incidente
2017,Casa,1,Guanajuato,Edificio,Agua-No Atmosferica,2,0,0,Agua
2017,Casa,1,Guanajuato,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,1,Guanajuato,Edificio,Incidente-Corto Electrico,5,-4250,2750,Incidente
2017,Casa,1,Hidalgo,Edificio,Humano-Incendio Provocado,1,0,0,Humano
2017,Casa,1,Michoacan,Edificio,Humano-Impacto Vehicular,1,3752,9252,Humano
2017,Casa,1,Nayarit,Contenidos,Incidente-Explosion,1,248063,248063,Incidente
2017,Casa,1,Nuevo Leon,Edificio,Humano-Incendio Provocado,1,0,0,Humano
2017,Casa,1,Sinaloa,Contenidos,Incidente-Explosion,1,0,0,Incidente
2017,Casa,1,Sinaloa,Contenidos,Incidente-Corto Electrico,2,28268,28268,Incidente
2017,Casa,1,Sonora,Edificio,Agua-No Atmosferica,9,0,0,Agua
2017,Casa,1,Sonora,Edificio,Agua-Tuberia Rota,7,61195,51195,Agua
2017,Casa,1,Tabasco,Edificio,Incidente-Corto Electrico,2,0,0,Incidente
2017,Casa,1,Aguascalientes,Edificio,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,1,Chiapas,Contenidos,Incidente-Explosion,1,2661,2661,Incidente
2017,Casa,1,Chihuahua,Edificio,Humano-Falta de Mantenimiento,4,47400,0,Humano
2017,Casa,1,Jalisco,Contenidos,Naturaleza-Rayo,1,51824,0,Naturaleza
2017,Casa,1,Mexico,Edificio,Incidente-Explosion,2,829,830,Incidente
2017,Casa,1,Mexico,Contenidos,Caida-Maquinaria,1,45000,0,Caida
2017,Comercio Al Por Mayor,2,Michoacan,Contenidos,Caida-Antena,1,0,0,Caida
2017,Comercio Al Por Mayor,2,Michoacan,Contenidos,Humano-Impacto Vehicular,8,-7599,0,Humano
2017,Comercio Al Por Mayor,2,Michoacan,Contenidos,Humano-Error,1,-2191,0,Humano
2017,Comercio Al Por Mayor,2,Michoacan,Ambos u Otros,Humano-Impacto Vehicular,1,-5000,0,Humano
2017,Comercio Al Por Mayor,2,Queretaro,Contenidos,Humano-Impacto Vehicular,3,3190,0,Humano
2017,Comercio Al Por Mayor,4,Mexico,Edificio,Incidente-Explosion,1,-100,0,Incidente
2017,Comercio Al Por Mayor,1,Jalisco,Contenidos,Agua-No Atmosferica,1,1750,0,Agua
2017,Comercio Al Por Mayor,1,Chiapas,Edificio,Caida-Maquinaria,1,0,0,Caida
2017,Comercio Al Por Mayor,1,Nuevo Leon,Contenidos,Agua-Lluvia,1,40000,0,Agua
2017,Comercio Al Por Mayor,1,Tamaulipas,Edificio,Agua-Lluvia,1,0,0,Agua
2017,Comercio Al Por Mayor,1,Chiapas,Edificio,Agua-Lluvia,1,0,0,Agua
2017,Comercio Al Por Mayor,1,Nuevo Leon,Contenidos,Incidente-Explosion,1,-394824,187427,Incidente
2017,Comercio Al Por Mayor,1,Distrito Federal,Contenidos,Incidente-Corto Electrico,1,607603,607603,Incidente
2017,Comercio Al Por Mayor,2,Mexico,Edificio,Incidente-Ignicion Espontanea,1,0,0,Incidente
2017,Comercio Al Por Menor,2,Nuevo Leon,Contenidos,Agua-Tuberia Rota,1,0,0,Agua
2017,Comercio Al Por Menor,3,Distrito Federal,Contenidos,Naturaleza-Rayo,1,5850,0,Naturaleza
2017,Comercio Al Por Menor,3,Queretaro,Contenidos,Naturaleza-Rayo,1,0,40472,Naturaleza
2017,Comercio Al Por Menor,2,Jalisco,Edificio,Humano-Falta de Mantenimiento,1,0,0,Humano
2017,Comercio Al Por Menor,2,Jalisco,Contenidos,Naturaleza-Rayo,1,50000,0,Naturaleza
2017,Comercio Al Por Menor,1,Tamaulipas,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2017,Comercio Al Por Menor,3,Mexico,Contenidos,Naturaleza-Rayo,1,-602000,0,Naturaleza
2017,Comercio Al Por Menor,12,Chiapas,Edificio,Naturaleza-Rayo,1,0,0,Naturaleza
2017,Comercio Al Por Menor,1,Chihuahua,Edificio,Humano-Falta de Mantenimiento,1,19500,0,Humano
2017,Comercio Al Por Menor,1,Nuevo Leon,Edificio,Humano-Error,1,1400,1400,Humano
2017,Comercio Al Por Menor,1,Mexico,Edificio,Naturaleza-Fenomeno,1,2000,0,Naturaleza
2017,Comercio Al Por Menor,2,Mexico,Contenidos,Humano-Vandalismo,1,-54780,0,Humano
2017,Comercio Al Por Menor,2,Guanajuato,Edificio,Humano-Incendio Provocado,1,117720,116543,Humano
2017,Comercio Al Por Menor,2,Sinaloa,Edificio,Caida-Maquinaria,1,0,0,Caida
2017,Comercio Al Por Menor,6,Chihuahua,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2017,Comercio Al Por Menor,1,Distrito Federal,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2017,Comercio Al Por Menor,1,Distrito Federal,Contenidos,Agua-No Atmosferica,1,1573,0,Agua
2017,Comercio Al Por Menor,1,Mexico,Contenidos,Agua-No Atmosferica,2,1100,0,Agua
2017,Comercio Al Por Menor,1,Tabasco,Ambos u Otros,Agua-Lluvia,1,107346,0,Agua
2017,Comercio Al Por Menor,5,Yucatan,Contenidos,Agua-No Atmosferica,1,0,0,Agua
2017,Comercio Al Por Menor,15,Distrito Federal,Contenidos,Agua-Lluvia,1,1573,0,Agua
2017,Comercio Al Por Menor,1,Jalisco,Contenidos,Caida-Maquinaria,1,0,0,Caida
2017,Comercio Al Por Menor,1,Distrito Federal,Contenidos,Caida-Maquinaria,1,0,0,Caida
2017,Comercio Al Por Menor,1,Nuevo Leon,Ambos u Otros,Agua-Tuberia Rota,1,-4103,6897,Agua
2017,Comercio Al Por Menor,1,Distrito Federal,Edificio,Agua-Lluvia,1,0,0,Agua
2017,Casa,5,Mexico,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,8,Distrito Federal,Edificio,Agua-No Atmosferica,2,-999,18045,Agua
2017,Casa,9,Distrito Federal,Edificio,Agua-Tuberia Rota,1,9310,9310,Agua
2017,Casa,10,Mexico,Contenidos,Naturaleza-Rayo,1,8997,0,Naturaleza
2017,Casa,19,Distrito Federal,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,19,Mexico,Edificio,Naturaleza-Rayo,1,2991,0,Naturaleza
2017,Casa,1,Baja California,Edificio,Naturaleza-Fenomeno,4,10000,10000,Naturaleza
2017,Casa,1,Baja California Sur,Edificio,Agua-Lluvia,2,0,0,Agua
2017,Casa,1,Guanajuato,Edificio,Agua-Lluvia,2,0,0,Agua
2017,Casa,1,Sinaloa,Edificio,Agua-Tuberia Rota,1,-15000,0,Agua
2017,Casa,1,Sinaloa,Edificio,Humano-Impacto Vehicular,1,0,0,Humano
2017,Casa,1,Yucatan,Ambos u Otros,Agua-No Atmosferica,1,10000,0,Agua
2017,Casa,2,Baja California,Edificio,Agua-Lluvia,8,251289,226289,Agua
2017,Casa,2,Nayarit,Edificio,Agua-Lluvia,1,0,0,Agua
2017,Casa,2,Nuevo Leon,Ambos u Otros,Agua-Tuberia Rota,1,5000,5000,Agua
2017,Casa,4,Distrito Federal,Edificio,Agua-Lluvia,1,2000,0,Agua
2017,Casa,10,Distrito Federal,Ambos u Otros,Agua-Tuberia Rota,1,15000,0,Agua
2017,Casa,1,Baja California,Ambos u Otros,"Incidente-Rotura de Techo, Vidrios o Paredes",3,29714,29714,Incidente
2017,Casa,1,Coahuila,Ambos u Otros,"Incidente-Rotura de Techo, Vidrios o Paredes",4,22061,22061,Incidente
2017,Casa,1,Chihuahua,Ambos u Otros,Incidente-Explosion,1,17000,0,Incidente
2017,Casa,1,Distrito Federal,Ambos u Otros,Incidente-Corto Electrico,6,60427,37427,Incidente
2017,Casa,1,Durango,Ambos u Otros,Naturaleza-Fenomeno,1,3450,3450,Naturaleza
2017,Casa,1,Durango,Ambos u Otros,Otro-Otro,3,34000,0,Otro
2017,Casa,1,Guerrero,Ambos u Otros,Otro-Otro,4,51000,0,Otro
2017,Casa,1,Jalisco,Edificio,Incidente-Corto Electrico,1,54925,54925,Incidente
2017,Casa,1,Jalisco,Edificio,Naturaleza-Fenomeno,2,7700,2700,Naturaleza
2017,Casa,1,Morelos,Ambos u Otros,"Incidente-Rotura de Techo, Vidrios o Paredes",1,17000,0,Incidente
2017,Casa,1,Nuevo Leon,Ambos u Otros,Agua-No Atmosferica,2,75932,58932,Agua
2017,Casa,1,Queretaro,Ambos u Otros,Incidente-Explosion,1,17000,0,Incidente
2017,Casa,1,Tabasco,Ambos u Otros,Otro-Otro,1,0,0,Otro
2017,Casa,2,Distrito Federal,Edificio,Naturaleza-Fenomeno,2,95187,95187,Naturaleza
2017,Casa,2,Distrito Federal,Edificio,Naturaleza-Fenomeno,1,0,0,Naturaleza
2017,Casa,2,Distrito Federal,Contenidos,Incidente-Explosion,1,0,0,Incidente
2017,Casa,2,Distrito Federal,Contenidos,Agua-Tuberia Rota,10,73919,83569,Agua
2017,Casa,2,Jalisco,Ambos u Otros,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,3,Baja California Sur,Edificio,Incidente-Corto Electrico,1,20000,0,Incidente
2017,Casa,3,Chihuahua,Edificio,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,3,Guanajuato,Edificio,Incidente-Corto Electrico,2,45000,0,Incidente
2017,Casa,3,Guerrero,Edificio,Incidente-Corto Electrico,1,60000,0,Incidente
2017,Casa,1,Mexico,Contenidos,Naturaleza-Rayo,2,50119,50119,Naturaleza
2017,Casa,1,Nuevo Leon,Edificio,Caida-Avion,1,10100,10100,Caida
2017,Casa,1,Nuevo Leon,Edificio,Agua-Lluvia,5,21596,1450,Agua
2017,Casa,1,Nuevo Leon,Edificio,Naturaleza-Fenomeno,1,5000000,0,Naturaleza
2017,Casa,1,Nuevo Leon,Edificio,Caida-Avion,1,15000,0,Caida
2017,Casa,1,Nuevo Leon,Contenidos,Agua-No Atmosferica,14,333156,351156,Agua
2017,Casa,1,Nuevo Leon,Contenidos,Incidente-Corto Electrico,3,0,0,Incidente
2017,Casa,1,Nuevo Leon,Ambos u Otros,Agua-Tuberia Rota,2,16747,16747,Agua
2017,Casa,1,Nuevo Leon,Edificio,Agua-Tuberia Rota,4,28035,24035,Agua
2017,Casa,1,Puebla,Ambos u Otros,Humano-Error,1,55947,0,Humano
2017,Casa,1,San Luis Potosi,Edificio,Humano-Falta de Mantenimiento,1,15800,0,Humano
2017,Casa,1,Sinaloa,Edificio,Humano-Falta de Mantenimiento,1,6300,6300,Humano
2017,Casa,1,Sonora,Edificio,Agua-No Atmosferica,1,1900,0,Agua
2017,Casa,1,Sonora,Edificio,Incidente-Corto Electrico,7,235357,967240,Incidente
2017,Casa,1,Sonora,Edificio,Incidente-Explosion,1,2375,2375,Incidente
2017,Casa,1,Sonora,Contenidos,Agua-Tuberia Rota,1,355098,317052,Agua
2017,Casa,1,Sonora,Contenidos,Humano-Error,1,4674,4674,Humano
2017,Casa,1,Sonora,Ambos u Otros,Humano-Error,5,19067,19068,Humano
2017,Casa,1,Tamaulipas,Contenidos,Caida-Maquinaria,1,91754,104754,Caida
2017,Casa,1,Yucatan,Edificio,Caida-Maquinaria,2,60360,15360,Caida
2017,Casa,1,Yucatan,Edificio,Agua-Lluvia,1,2999,2999,Agua
2017,Casa,2,Nuevo Leon,Edificio,Incidente-Ignicion Espontanea,2,96190,46190,Incidente
2017,Casa,2,Nuevo Leon,Contenidos,Incidente-Corto Electrico,2,55399,55399,Incidente
2017,Casa,2,San Luis Potosi,Contenidos,Humano-Incendio Provocado,2,4239,4240,Humano
2017,Casa,2,Baja California,Contenidos,Humano-Error,1,3757,3757,Humano
2017,Casa,2,Coahuila,Edificio,Humano-Impacto Vehicular,1,-1000,0,Humano
2017,Casa,2,Colima,Edificio,Incidente-Explosion,1,2196,0,Incidente
2017,Casa,2,Chihuahua,Edificio,Humano-Incendio Provocado,1,14553,0,Humano
2017,Casa,2,Distrito Federal,Edificio,Humano-Error,1,-100,0,Humano
2017,Casa,2,Distrito Federal,Contenidos,Humano-Vandalismo,1,15800,0,Humano
2017,Casa,2,Distrito Federal,Contenidos,Otro-Otro,1,-40000,0,Otro
2017,Casa,2,Distrito Federal,Contenidos,Naturaleza-Rayo,4,-53499,1610,Naturaleza
2017,Casa,2,Distrito Federal,Ambos u Otros,Agua-Lluvia,7,817100,54600,Agua
2017,Casa,2,Distrito Federal,Ambos u Otros,Incidente-Construccion Deficiente,1,-19,4981,Incidente
2017,Casa,2,Distrito Federal,Ambos u Otros,Naturaleza-Rayo,1,0,0,Naturaleza
2017,Casa,2,Distrito Federal,Edificio,Naturaleza-Fenomeno,1,-39241,10759,Naturaleza
2017,Casa,2,Durango,Contenidos,Incidente-Corto Electrico,1,-1000,0,Incidente
2017,Casa,2,Jalisco,Ambos u Otros,Humano-Error,1,9365,9365,Humano
2017,Casa,2,Mexico,Edificio,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,3,Sinaloa,Ambos u Otros,Incidente-Explosion,1,46200,46200,Incidente
2017,Casa,4,Distrito Federal,Edificio,Agua-No Atmosferica,1,12153,12153,Agua
2017,Casa,5,Distrito Federal,Contenidos,Humano-Incendio Provocado,1,10000,10000,Humano
2017,Casa,12,Nuevo Leon,Ambos u Otros,Incidente-Explosion,1,35393,35393,Incidente
2017,Casa,1,Coahuila,Edificio,Incidente-Explosion,1,0,0,Incidente
2017,Casa,1,Distrito Federal,Edificio,Incidente-Explosion,4,2960,29870,Incidente
2017,Casa,1,Guerrero,Edificio,Incidente-Explosion,2,1500,0,Incidente
2017,Casa,1,Jalisco,Edificio,Incidente-Explosion,10,417479,412479,Incidente
2017,Casa,1,Mexico,Edificio,Incidente-Explosion,12,49094,88142,Incidente
2017,Casa,1,Morelos,Edificio,Naturaleza-Fenomeno,4,267577,267577,Naturaleza
2017,Casa,1,Nuevo Leon,Contenidos,Incidente-Explosion,1,22500,22500,Incidente
2017,Casa,1,Nuevo Leon,Contenidos,Agua-Tuberia Rota,1,0,24480,Agua
2017,Casa,1,Queretaro,Edificio,Agua-Tuberia Rota,1,4024,4024,Agua
2017,Casa,1,San Luis Potosi,Edificio,Incidente-Explosion,1,0,0,Incidente
2017,Casa,2,Distrito Federal,Edificio,Agua-No Atmosferica,1,17493,0,Agua
2017,Casa,2,Distrito Federal,Contenidos,Humano-Incendio Provocado,1,-1,0,Humano
2017,Casa,2,Distrito Federal,Contenidos,Naturaleza-Fenomeno,1,31185,31185,Naturaleza
2017,Casa,2,Distrito Federal,Contenidos,Incidente-Explosion,1,-15000,0,Incidente
2017,Casa,2,Distrito Federal,Ambos u Otros,Agua-No Atmosferica,1,9600,0,Agua
2017,Casa,2,Aguascalientes,Edificio,Humano-Fumar,1,106820,106820,Humano
2017,Casa,2,Distrito Federal,Edificio,Agua-Tuberia Rota,1,78050,78050,Agua
2017,Oficinas,1,Distrito Federal,Edificio,Incidente-Explosion,194,4139886,4204968,Incidente
2017,Oficinas,1,Distrito Federal,Edificio,Humano-Impacto Vehicular,1,4980,0,Humano
2017,Oficinas,2,Distrito Federal,Ambos u Otros,Humano-Error,1,-20000,0,Humano
2017,Oficinas,2,Distrito Federal,Ambos u Otros,Naturaleza-Fenomeno,1,0,0,Naturaleza
2017,Oficinas,2,Michoacan,Ambos u Otros,Humano-Error,1,87406,88406,Humano
2017,Oficinas,2,Oaxaca,Ambos u Otros,Humano-Error,1,-1000,0,Humano
2017,Oficinas,2,Quintana Roo,Ambos u Otros,Incidente-Construccion Deficiente,1,19393,20393,Incidente
2017,Oficinas,2,Distrito Federal,Edificio,Agua-Tuberia Rota,1,0,0,Agua
2017,Oficinas,2,Distrito Federal,Contenidos,Incidente-Explosion,2,-124999,1,Incidente
2017,Oficinas,2,Distrito Federal,Contenidos,Humano-Vandalismo,1,7789,7789,Humano
2017,Oficinas,3,Distrito Federal,Contenidos,Humano-Incendio Provocado,16,-67375,31628,Humano
2017,Oficinas,3,Distrito Federal,Edificio,Incidente-Explosion,4,294218,315,Incidente
2017,Oficinas,3,Distrito Federal,Edificio,Incidente-Corto Electrico,3,18956,18956,Incidente
2017,Oficinas,4,Distrito Federal,Edificio,Humano-Error,1,5000,0,Humano
2017,Oficinas,4,Distrito Federal,Contenidos,Incidente-Explosion,9,102462,5500,Incidente
2017,Oficinas,4,Jalisco,Edificio,Humano-Incendio Provocado,1,-302,0,Humano
2017,Oficinas,4,Jalisco,Edificio,Humano-Impacto Vehicular,4,0,0,Humano
2017,Oficinas,4,Jalisco,Ambos u Otros,Humano-Impacto Vehicular,51,44915,209595,Humano
2017,Casa,2,Morelos,Edificio,Incidente-Corto Electrico,1,20605,20605,Incidente
2017,Casa,2,Nayarit,Contenidos,Naturaleza-Fenomeno,1,-50000,0,Naturaleza
2017,Casa,2,Nuevo Leon,Edificio,Incidente-Corto Electrico,2,23497,23497,Incidente
2017,Casa,2,Nuevo Leon,Edificio,Naturaleza-Plaga,1,0,0,Naturaleza
2017,Casa,2,Nuevo Leon,Edificio,Caida-Maquinaria,5,132100,132100,Caida
2017,Casa,2,Nuevo Leon,Edificio,Incidente-Corto Electrico,1,0,0,Incidente
2017,Casa,2,Nuevo Leon,Edificio,Humano-Falta de Mantenimiento,17,62500,46700,Humano
2017,Casa,2,Nuevo Leon,Edificio,Humano-Error,1,-37917,12083,Humano
2017,Casa,2,Nuevo Leon,Contenidos,Naturaleza-Fenomeno,1,2400,2400,Naturaleza
2017,Casa,2,Nuevo Leon,Contenidos,Agua-Tuberia Rota,1,1750,0,Agua
2017,Casa,2,Nuevo Leon,Ambos u Otros,Humano-Error,1,4000,4000,Humano
2017,Casa,2,Queretaro,Edificio,Agua-Tuberia Rota,1,2731,2731,Agua
2017,Casa,2,Quintana Roo,Edificio,Humano-Falta de Mantenimiento,2,33440,33440,Humano
2017,Casa,2,Sinaloa,Contenidos,Otro-Otro,1,-15000,0,Otro
2017,Casa,2,Sonora,Contenidos,Incidente-Ignicion Espontanea,1,19787,19787,Incidente
2017,Casa,2,Tamaulipas,Edificio,Humano-Vandalismo,1,-1000,0,Humano
2017,Casa,2,Zacatecas,Edificio,Incidente-Corto Electrico,1,93154,94154,Incidente
2017,Casa,3,Nuevo Leon,Contenidos,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,3,Distrito Federal,Edificio,Humano-Falta de Mantenimiento,5,47400,0,Humano
2017,Casa,3,Distrito Federal,Contenidos,Humano-Falta de Mantenimiento,10,-3500,0,Humano
2017,Casa,3,Distrito Federal,Contenidos,Otro-Otro,17,-6510,29140,Otro
2017,Casa,3,Guanajuato,Contenidos,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,3,Guerrero,Contenidos,Agua-Tuberia Rota,1,0,0,Agua
2017,Casa,3,Jalisco,Edificio,Agua-Lluvia,1,383750,383750,Agua
2017,Casa,3,Jalisco,Contenidos,Naturaleza-Rayo,1,0,0,Naturaleza
2017,Casa,3,Mexico,Edificio,Humano-Impacto Vehicular,1,0,0,Humano
2017,Casa,3,Mexico,Edificio,Agua-Tuberia Rota,12,260356,158204,Agua
2017,Casa,3,Mexico,Contenidos,Otro-Otro,1,0,0,Otro
2017,Casa,3,Mexico,Ambos u Otros,Otro-Otro,1,124120,124120,Otro
2017,Casa,3,Morelos,Edificio,Agua-No Atmosferica,1,0,0,Agua
2017,Casa,3,Nuevo Leon,Edificio,Agua-No Atmosferica,23,168000,0,Agua
2017,Casa,3,Nuevo Leon,Edificio,Agua-Tuberia Rota,1,0,0,Agua
