Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,4,Bovino,1,Carne,1465.480,228.660,56.85,83317.706,6409
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,4,Bovino,3,Ganado en pie,2812.187,438.787,29.49,82924.260,0
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,4,Bovino,6,Leche,1372.000,0,7.98,10942.160,0
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,6,Caprino,1,Carne,100.907,20.780,59.10,5963.190,4856
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,6,Caprino,3,Ganado en pie,199.029,40.986,28.74,5719.280,0
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,10,Guajolote,1,Carne,4.320,7.539,51.54,222.653,573
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,10,Guajolote,8,Ganado en pie,6.013,10.494,32.75,196.934,0
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,12,Ovino,1,Carne,11.930,20.857,50.70,604.902,572
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,12,Ovino,3,Ganado en pie,22.680,39.650,25.52,578.743,0
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,14,Porcino,1,Carne,294.100,107.140,45.59,13408.785,2745
2018,12,Guerrero,55,Altamirano,27,Cutzamala de Pinzón,14,Porcino,3,Ganado en pie,414.388,150.961,31.18,12921.514,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,1,Abeja,2,Cera,0.065,0,28.31,1.840,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,1,Abeja,7,Miel,2.277,0,49.10,111.812,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,3,Ave,1,Carne,39.345,1.874,38.50,1514.823,20994
2018,12,Guerrero,55,Altamirano,50,Pungarabato,3,Ave,8,Ganado en pie,50.186,2.390,29.96,1503.341,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,3,Ave,4,Huevo-plato,96.806,0,37.84,3663.049,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,4,Bovino,1,Carne,974.296,171.079,65.76,64069.992,5695
2018,12,Guerrero,55,Altamirano,50,Pungarabato,4,Bovino,3,Ganado en pie,1883.998,330.816,33.36,62852.750,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,4,Bovino,6,Leche,2746.473,0,8.47,23253.987,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,6,Caprino,1,Carne,52.213,18.701,66.45,3469.766,2792
2018,12,Guerrero,55,Altamirano,50,Pungarabato,6,Caprino,3,Ganado en pie,100.629,36.042,34.20,3441.739,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,10,Guajolote,1,Carne,3.503,5.543,50.33,176.306,632
2018,12,Guerrero,55,Altamirano,50,Pungarabato,10,Guajolote,8,Ganado en pie,4.424,7.000,37.83,167.342,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,12,Ovino,1,Carne,82.925,19.222,71.27,5910.077,4314
2018,12,Guerrero,55,Altamirano,50,Pungarabato,12,Ovino,3,Ganado en pie,160.028,37.095,36.09,5774.950,0
2018,12,Guerrero,55,Altamirano,50,Pungarabato,14,Porcino,1,Carne,248.019,73.749,39.61,9823.124,3363
2018,12,Guerrero,55,Altamirano,50,Pungarabato,14,Porcino,3,Ganado en pie,315.904,93.935,30.90,9760.061,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,3,Ave,1,Carne,283.615,1.816,41.17,11676.411,156211
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,3,Ave,8,Ganado en pie,370.359,2.371,31.26,11575.977,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,3,Ave,4,Huevo-plato,19.886,0,29.34,583.402,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,4,Bovino,1,Carne,1912.057,186.125,62.42,119346.787,10273
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,4,Bovino,3,Ganado en pie,3696.479,359.825,31.98,118195.003,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,4,Bovino,6,Leche,1796.546,0,9.28,16672.495,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,6,Caprino,1,Carne,159.754,19.477,62.91,10050.775,8202
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,6,Caprino,3,Ganado en pie,312.347,38.082,32.01,9996.916,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,10,Guajolote,1,Carne,13.847,5.528,57.51,796.341,2505
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,10,Guajolote,8,Ganado en pie,19.011,7.589,40.57,771.274,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,12,Ovino,1,Carne,170.019,19.435,59.47,10111.618,8748
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,12,Ovino,3,Ganado en pie,338.976,38.749,29.31,9936.505,0
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,14,Porcino,1,Carne,1150.472,73.640,47.56,54720.382,15623
2018,12,Guerrero,55,Altamirano,54,San Miguel Totolapan,14,Porcino,3,Ganado en pie,1591.842,101.891,33.40,53161.036,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,1,Abeja,2,Cera,0.339,0,30.25,10.255,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,1,Abeja,7,Miel,11.110,0,50.66,562.834,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,3,Ave,1,Carne,179.100,2.119,34.08,6102.920,84535
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,3,Ave,8,Ganado en pie,232.122,2.746,25.49,5916.176,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,3,Ave,4,Huevo-plato,89.360,0,29.00,2591.830,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,4,Bovino,1,Carne,920.860,220.883,67.33,61997.470,4169
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,4,Bovino,3,Ganado en pie,1773.683,425.446,33.95,60209.481,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,4,Bovino,6,Leche,757.600,0,8.69,6583.605,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,6,Caprino,1,Carne,83.490,22.534,59.91,5002.031,3705
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,6,Caprino,3,Ganado en pie,162.209,43.781,29.73,4822.807,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,10,Guajolote,1,Carne,4.560,7.379,49.35,225.036,618
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,10,Guajolote,8,Ganado en pie,6.311,10.212,31.10,196.284,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,12,Ovino,1,Carne,10.230,18.074,58.92,602.734,566
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,12,Ovino,3,Ganado en pie,19.749,34.892,30.30,598.484,0
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,14,Porcino,1,Carne,244.780,106.519,43.05,10537.180,2298
2018,12,Guerrero,55,Altamirano,64,Tlalchapa,14,Porcino,3,Ganado en pie,329.341,143.316,31.10,10243.790,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,1,Abeja,2,Cera,0.265,0,40.09,10.624,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,1,Abeja,7,Miel,6.118,0,49.61,303.486,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,3,Ave,1,Carne,532.725,1.651,36.27,19322.403,322765
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,3,Ave,8,Ganado en pie,693.052,2.147,27.09,18776.662,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,3,Ave,4,Huevo-plato,325.289,0,30.72,9991.291,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,4,Bovino,1,Carne,709.048,190.861,61.97,43937.827,3715
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,4,Bovino,3,Ganado en pie,1365.588,367.588,31.30,42748.366,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,4,Bovino,6,Leche,1193.821,0,8.39,10015.835,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,6,Caprino,1,Carne,70.308,20.122,62.67,4406.049,3494
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,6,Caprino,3,Ganado en pie,140.353,40.170,29.45,4133.226,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,10,Guajolote,1,Carne,7.638,5.641,53.16,406.036,1354
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,10,Guajolote,8,Ganado en pie,10.704,7.905,33.04,353.672,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,12,Ovino,1,Carne,29.686,18.981,62.68,1860.622,1564
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,12,Ovino,3,Ganado en pie,58.433,37.361,31.57,1844.601,0
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,14,Porcino,1,Carne,695.358,73.684,41.10,28577.245,9437
2018,12,Guerrero,55,Altamirano,67,Tlapehuala,14,Porcino,3,Ganado en pie,925.022,98.021,30.16,27896.472,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,1,Abeja,2,Cera,0.182,0,29.19,5.312,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,1,Abeja,7,Miel,7.876,0,48.96,385.606,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,3,Ave,1,Carne,319.759,1.656,37.32,11933.189,193094
2018,12,Guerrero,55,Altamirano,73,Zirándaro,3,Ave,8,Ganado en pie,424.462,2.198,27.26,11569.849,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,3,Ave,4,Huevo-plato,101.989,0,34.92,3561.101,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,4,Bovino,1,Carne,2772.617,209.539,56.54,156756.103,13232
2018,12,Guerrero,55,Altamirano,73,Zirándaro,4,Bovino,3,Ganado en pie,5301.796,400.680,29.33,155520.196,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,4,Bovino,6,Leche,2074.225,0,8.11,16816.234,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,6,Caprino,1,Carne,37.668,17.643,66.32,2498.205,2135
2018,12,Guerrero,55,Altamirano,73,Zirándaro,6,Caprino,3,Ganado en pie,73.184,34.278,33.53,2453.662,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,10,Guajolote,1,Carne,4.763,5.932,50.14,238.817,803
2018,12,Guerrero,55,Altamirano,73,Zirándaro,10,Guajolote,8,Ganado en pie,6.644,8.274,30.62,203.458,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,12,Ovino,1,Carne,13.518,17.004,66.03,892.629,795
2018,12,Guerrero,55,Altamirano,73,Zirándaro,12,Ovino,3,Ganado en pie,26.192,32.946,34.01,890.816,0
2018,12,Guerrero,55,Altamirano,73,Zirándaro,14,Porcino,1,Carne,468.821,71.696,39.07,18315.524,6539
2018,12,Guerrero,55,Altamirano,73,Zirándaro,14,Porcino,3,Ganado en pie,659.279,100.823,27.38,18051.048,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,1,Abeja,2,Cera,1.158,0,21.11,24.445,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,1,Abeja,7,Miel,110.297,0,42.96,4737.925,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,3,Ave,1,Carne,178.783,1.595,34.61,6186.888,112107
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,3,Ave,8,Ganado en pie,229.154,2.044,26.76,6131.755,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,3,Ave,4,Huevo-plato,162.442,0,22.70,3686.941,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,4,Bovino,1,Carne,852.805,196.544,64.07,54642.093,4339
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,4,Bovino,3,Ganado en pie,1710.916,394.311,31.07,53153.476,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,4,Bovino,6,Leche,2294.580,0,7.58,17399.896,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,6,Caprino,1,Carne,22.853,16.878,65.05,1486.661,1354
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,6,Caprino,3,Ganado en pie,45.233,33.407,32.51,1470.704,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,10,Guajolote,1,Carne,1.311,5.202,58.06,76.117,252
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,10,Guajolote,8,Ganado en pie,1.658,6.579,43.28,71.757,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,12,Ovino,1,Carne,21.783,17.288,66.36,1445.584,1260
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,12,Ovino,3,Ganado en pie,43.208,34.292,33.14,1432.127,0
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,14,Porcino,1,Carne,415.249,73.301,39.39,16356.869,5665
2018,12,Guerrero,53,Atoyac,11,Atoyac de Álvarez,14,Porcino,3,Ganado en pie,540.030,95.327,30.22,16318.220,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,1,Abeja,2,Cera,1.078,0,25.97,27.996,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,1,Abeja,7,Miel,58.063,0,43.39,2519.330,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,3,Ave,1,Carne,115.977,1.507,33.87,3927.626,76955
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,3,Ave,8,Ganado en pie,149.294,1.940,25.77,3847.588,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,3,Ave,4,Huevo-plato,137.983,0,22.75,3139.306,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,4,Bovino,1,Carne,681.611,189.970,65.73,44801.887,3588
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,4,Bovino,3,Ganado en pie,1385.262,386.082,31.87,44153.084,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,4,Bovino,6,Leche,1011.999,0,7.66,7755.882,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,6,Caprino,1,Carne,18.143,16.924,66.52,1206.954,1072
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,6,Caprino,3,Ganado en pie,35.888,33.478,33.40,1198.584,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,10,Guajolote,1,Carne,1.100,5.263,58.24,64.064,209
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,10,Guajolote,8,Ganado en pie,1.385,6.627,43.80,60.663,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,12,Ovino,1,Carne,21.804,17.236,67.99,1482.413,1265
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,12,Ovino,3,Ganado en pie,43.283,34.216,34.09,1475.668,0
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,14,Porcino,1,Carne,303.840,74.325,40.84,12407.637,4088
2018,12,Guerrero,53,Atoyac,14,Benito Juárez,14,Porcino,3,Ganado en pie,397.047,97.125,31.17,12374.659,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,1,Abeja,2,Cera,0.169,0,35.23,5.954,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,1,Abeja,7,Miel,6.824,0,46.15,314.957,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,3,Ave,1,Carne,73.861,1.730,38.20,2821.313,42698
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,3,Ave,8,Ganado en pie,95.608,2.239,29.03,2775.784,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,3,Ave,4,Huevo-plato,149.550,0,24.91,3724.637,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,4,Bovino,1,Carne,374.145,193.357,70.88,26518.213,1935
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,4,Bovino,3,Ganado en pie,767.013,396.389,33.68,25829.958,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,4,Bovino,6,Leche,1540.359,0,7.42,11436.860,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,6,Caprino,1,Carne,30.096,18.775,64.80,1950.173,1603
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,6,Caprino,3,Ganado en pie,59.518,37.129,31.95,1901.495,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,10,Guajolote,1,Carne,0.705,4.732,61.40,43.287,149
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,10,Guajolote,8,Ganado en pie,0.901,6.047,46.08,41.521,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,12,Ovino,1,Carne,32.805,20.175,66.26,2173.717,1626
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,12,Ovino,3,Ganado en pie,64.925,39.929,32.64,2119.395,0
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,14,Porcino,1,Carne,120.846,76.388,39.75,4803.161,1582
2018,12,Guerrero,53,Atoyac,16,Coahuayutla de José María Izazaga,14,Porcino,3,Ganado en pie,157.909,99.816,30.23,4773.911,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,1,Abeja,2,Cera,1.083,0,26.27,28.450,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,1,Abeja,7,Miel,62.714,0,43.34,2718.288,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,3,Ave,1,Carne,223.555,1.556,35.97,8042.278,143672
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,3,Ave,8,Ganado en pie,285.421,1.987,27.94,7975.481,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,3,Ave,4,Huevo-plato,154.492,0,22.72,3510.777,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,4,Bovino,1,Carne,839.551,186.484,68.33,57363.014,4502
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,4,Bovino,3,Ganado en pie,1682.445,373.711,33.08,55661.418,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,4,Bovino,6,Leche,1386.657,0,7.57,10497.285,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,6,Caprino,1,Carne,26.525,16.756,66.55,1765.279,1583
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,6,Caprino,3,Ganado en pie,52.633,33.249,33.31,1753.143,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,10,Guajolote,1,Carne,1.473,5.132,56.68,83.490,287
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,10,Guajolote,8,Ganado en pie,1.844,6.425,43.41,80.045,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,12,Ovino,1,Carne,27.723,17.469,68.56,1900.807,1587
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,12,Ovino,3,Ganado en pie,55.047,34.686,34.34,1890.374,0
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,14,Porcino,1,Carne,447.551,75.651,40.93,18319.429,5916
2018,12,Guerrero,53,Atoyac,21,Coyuca de Benítez,14,Porcino,3,Ganado en pie,581.023,98.212,31.42,18255.600,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,1,Abeja,2,Cera,0.204,0,43.33,8.839,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,1,Abeja,7,Miel,10.320,0,44.36,457.780,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,3,Ave,1,Carne,70.239,1.600,38.86,2729.368,43889
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,3,Ave,8,Ganado en pie,91.276,2.080,29.31,2675.436,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,3,Ave,4,Huevo-plato,162.165,0,22.59,3663.805,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,4,Bovino,1,Carne,424.019,182.061,71.53,30328.319,2329
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,4,Bovino,3,Ganado en pie,867.202,372.350,33.99,29479.366,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,4,Bovino,6,Leche,1871.243,0,7.60,14230.788,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,6,Caprino,1,Carne,27.181,19.332,64.82,1761.856,1406
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,6,Caprino,3,Ganado en pie,54.096,38.475,31.93,1727.208,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,10,Guajolote,1,Carne,0.650,4.545,61.60,40.040,143
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,10,Guajolote,8,Ganado en pie,0.844,5.902,44.96,37.943,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,12,Ovino,1,Carne,31.295,20.061,66.72,2088.129,1560
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,12,Ovino,3,Ganado en pie,61.611,39.494,32.23,1985.765,0
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,14,Porcino,1,Carne,140.259,74.369,39.58,5550.804,1886
2018,12,Guerrero,53,Atoyac,68,La Unión de Isidoro Montes de Oca,14,Porcino,3,Ganado en pie,182.017,96.510,30.23,5502.959,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,1,Abeja,2,Cera,1.405,0,24.58,34.535,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,1,Abeja,7,Miel,36.920,0,44.88,1657.050,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,3,Ave,1,Carne,138.186,1.736,39.08,5400.285,79586
2018,12,Guerrero,53,Atoyac,48,Petatlán,3,Ave,8,Ganado en pie,180.030,2.262,29.68,5343.735,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,3,Ave,4,Huevo-plato,466.978,0,23.44,10943.752,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,4,Bovino,1,Carne,913.025,191.410,70.37,64246.736,4770
2018,12,Guerrero,53,Atoyac,48,Petatlán,4,Bovino,3,Ganado en pie,1850.163,387.875,33.46,61902.373,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,4,Bovino,6,Leche,4251.690,0,7.71,32798.921,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,6,Caprino,1,Carne,26.627,19.211,67.65,1801.269,1386
2018,12,Guerrero,53,Atoyac,48,Petatlán,6,Caprino,3,Ganado en pie,53.180,38.369,33.37,1774.795,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,10,Guajolote,1,Carne,0.615,4.522,61.51,37.829,136
2018,12,Guerrero,53,Atoyac,48,Petatlán,10,Guajolote,8,Ganado en pie,0.789,5.801,46.13,36.396,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,12,Ovino,1,Carne,28.231,19.714,68.52,1934.504,1432
2018,12,Guerrero,53,Atoyac,48,Petatlán,12,Ovino,3,Ganado en pie,56.170,39.225,33.63,1888.809,0
2018,12,Guerrero,53,Atoyac,48,Petatlán,14,Porcino,1,Carne,527.423,83.020,40.00,21098.552,6353
2018,12,Guerrero,53,Atoyac,48,Petatlán,14,Porcino,3,Ganado en pie,688.335,108.348,30.31,20865.791,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,1,Abeja,2,Cera,1.040,0,20.24,21.050,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,1,Abeja,7,Miel,23.976,0,45.28,1085.749,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,3,Ave,1,Carne,197.346,1.727,38.69,7634.383,114273
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,3,Ave,8,Ganado en pie,254.781,2.230,29.50,7515.424,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,3,Ave,4,Huevo-plato,181.779,0,23.61,4292.179,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,4,Bovino,1,Carne,1088.878,183.777,70.50,76767.120,5925
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,4,Bovino,3,Ganado en pie,2206.880,372.469,33.67,74304.045,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,4,Bovino,6,Leche,5142.159,0,7.68,39486.692,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,6,Caprino,1,Carne,31.625,18.780,65.07,2057.839,1684
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,6,Caprino,3,Ganado en pie,62.807,37.296,32.23,2024.177,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,10,Guajolote,1,Carne,0.796,4.447,62.86,50.037,179
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,10,Guajolote,8,Ganado en pie,1.036,5.788,45.85,47.498,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,12,Ovino,1,Carne,31.205,19.851,65.63,2048.020,1572
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,12,Ovino,3,Ganado en pie,62.478,39.744,31.68,1979.555,0
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,14,Porcino,1,Carne,115.239,77.394,40.19,4630.914,1489
2018,12,Guerrero,53,Atoyac,57,Técpan de Galeana,14,Porcino,3,Ganado en pie,150.361,100.981,30.65,4608.347,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,1,Abeja,2,Cera,1.404,0,24.75,34.749,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,1,Abeja,7,Miel,47.820,0,44.92,2148.204,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,3,Ave,1,Carne,318.142,1.678,39.44,12548.247,189648
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,3,Ave,8,Ganado en pie,408.108,2.152,30.06,12268.523,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,3,Ave,4,Huevo-plato,486.835,0,23.64,11508.572,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,4,Bovino,1,Carne,1128.819,196.248,68.29,77091.079,5752
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,4,Bovino,3,Ganado en pie,2296.853,399.314,32.39,74385.763,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,4,Bovino,6,Leche,2622.036,0,7.65,20069.085,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,6,Caprino,1,Carne,27.003,19.928,65.26,1762.081,1355
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,6,Caprino,3,Ganado en pie,53.552,39.522,31.91,1708.915,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,10,Guajolote,1,Carne,0.700,4.575,61.77,43.239,153
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,10,Guajolote,8,Ganado en pie,0.911,5.954,45.80,41.726,0
2018,12,Guerrero,53,Atoyac,38,Zihuatanejo de Azueta,12,Ovino,1,Carne,24.182,19.708,65.98,1595.495,1227
