Anio,Cveestado,Nomestado,Cveddr,Nomddr,Cvempio,Nommunicipio,Cveespecie,Nomespecie,Cveproducto,Nomproducto,Volumen,Peso,Precio,Valor,Asacrificado
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave,1,Carne,40617.545,1.693,30.08,1221775.754,23998353
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,3,Ave,8,Ganado en pie,52745.103,2.198,21.06,1110699.604,0
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,1,Carne,545.408,246.345,77.43,42228.987,2214
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,3,Ganado en pie,1011.706,456.958,41.49,41972.599,0
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,4,Bovino,6,Leche,36429.362,0,6.17,224717.113,0
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,6,Caprino,1,Carne,39.760,20.495,64.68,2571.788,1940
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,6,Caprino,3,Ganado en pie,76.122,39.238,33.32,2536.340,0
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,12,Ovino,1,Carne,40.370,22.847,69.72,2814.498,1767
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,12,Ovino,3,Ganado en pie,78.370,44.352,35.14,2754.258,0
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,14,Porcino,1,Carne,4824.370,83.367,41.49,200177.506,57869
2018,1,Aguascalientes,1,Aguascalientes,2,Asientos,14,Porcino,3,Ganado en pie,6452.029,111.494,26.97,173995.405,0
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,1,Abeja,7,Miel,12.596,0,46.46,585.210,0
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,1,Carne,5501.277,250.024,76.63,421573.947,22003
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,3,Ganado en pie,10163.620,461.920,41.26,419389.755,0
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,4,Bovino,6,Leche,32074.096,0,6.17,198016.008,0
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,6,Caprino,1,Carne,2.690,21.016,65.45,176.059,128
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,6,Caprino,3,Ganado en pie,5.144,40.188,33.23,170.950,0
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,12,Ovino,1,Carne,14.170,24.686,68.75,974.248,574
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,12,Ovino,3,Ganado en pie,27.117,47.242,34.66,939.993,0
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,14,Porcino,1,Carne,54.170,86.811,40.42,2189.466,624
2018,1,Aguascalientes,1,Aguascalientes,3,Calvillo,14,Porcino,3,Ganado en pie,76.710,122.933,25.63,1965.993,0
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,1,Abeja,7,Miel,21.846,0,46.46,1014.965,0
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave,1,Carne,18080.380,1.703,30.12,544581.046,10617203
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,3,Ave,8,Ganado en pie,23457.403,2.209,21.20,497408.179,0
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,1,Carne,3191.672,250.366,76.80,245107.234,12748
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,3,Ganado en pie,5889.200,461.971,41.35,243524.539,0
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,4,Bovino,6,Leche,24492.783,0,6.17,151234.886,0
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,6,Caprino,1,Carne,3.010,20.616,64.62,194.515,146
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,6,Caprino,3,Ganado en pie,5.762,39.466,33.23,191.483,0
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,12,Ovino,1,Carne,9.590,24.340,68.53,657.184,394
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,12,Ovino,3,Ganado en pie,18.291,46.424,34.59,632.599,0
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,14,Porcino,1,Carne,41.340,90.658,40.21,1662.325,456
2018,1,Aguascalientes,1,Aguascalientes,4,Cosío,14,Porcino,3,Ganado en pie,58.840,129.035,25.33,1490.565,0
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,1,Abeja,7,Miel,82.155,0,46.50,3820.208,0
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,1,Carne,43358.887,1.695,30.13,1306403.265,25575354
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,3,Ave,8,Ganado en pie,56210.829,2.198,21.08,1184956.463,0
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,1,Carne,429.548,252.973,76.06,32669.708,1698
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,3,Ganado en pie,801.270,471.890,40.50,32454.661,0
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,4,Bovino,6,Leche,20050.583,0,6.18,123898.096,0
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,1,Carne,3.440,20.848,64.73,222.666,165
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,6,Caprino,3,Ganado en pie,6.649,40.297,32.46,215.804,0
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,1,Carne,22.040,24.764,68.26,1504.550,890
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,12,Ovino,3,Ganado en pie,42.114,47.319,34.31,1444.839,0
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,1,Carne,144.860,81.382,41.29,5981.610,1780
2018,1,Aguascalientes,1,Aguascalientes,10,El Llano,14,Porcino,3,Ganado en pie,196.984,110.665,26.93,5305.709,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,1,Abeja,7,Miel,7.294,0,46.44,338.733,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Ave,1,Carne,8623.275,1.697,30.14,259905.509,5081449
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Ave,8,Ganado en pie,10892.513,2.144,21.47,233863.881,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,3,Ave,4,Huevo-plato,4269.210,0,20.26,86494.195,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,4,Bovino,1,Carne,6788.629,246.304,77.35,525096.863,27562
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,4,Bovino,3,Ganado en pie,12542.841,455.077,41.66,522500.338,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,4,Bovino,6,Leche,49020.068,0,6.19,303279.847,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,6,Caprino,1,Carne,14.780,21.577,65.07,961.682,685
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,6,Caprino,3,Ganado en pie,28.299,41.312,33.34,943.621,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,12,Ovino,1,Carne,45.850,23.029,69.82,3201.170,1991
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,12,Ovino,3,Ganado en pie,90.483,45.446,34.34,3107.001,0
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,1,Carne,593.290,82.631,41.34,24525.535,7180
2018,1,Aguascalientes,1,Aguascalientes,5,Jesús María,14,Porcino,3,Ganado en pie,806.547,112.332,26.87,21673.037,0
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,1,Abeja,7,Miel,15.284,0,46.46,710.095,0
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave,1,Carne,67582.896,1.782,30.13,2036272.657,37923264
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,3,Ave,8,Ganado en pie,86981.646,2.294,21.00,1826895.058,0
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,1,Carne,1152.210,249.883,76.03,87604.962,4611
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,3,Ganado en pie,2149.436,466.154,40.51,87077.195,0
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,4,Bovino,6,Leche,35286.342,0,6.19,218438.954,0
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,1,Carne,12.860,21.577,64.81,833.464,596
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,6,Caprino,3,Ganado en pie,24.627,41.320,33.10,815.042,0
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,1,Carne,53.940,22.914,68.78,3709.906,2354
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,12,Ovino,3,Ganado en pie,104.807,44.523,34.45,3610.569,0
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,1,Carne,4537.930,84.131,41.49,188259.608,53939
2018,1,Aguascalientes,1,Aguascalientes,6,Pabellón de Arteaga,14,Porcino,3,Ganado en pie,6086.859,112.847,26.96,164074.732,0
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,1,Abeja,7,Miel,8.544,0,46.44,396.783,0
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave,1,Carne,27109.195,1.698,30.08,815444.586,15968491
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,3,Ave,8,Ganado en pie,35148.717,2.201,21.09,741204.628,0
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,1,Carne,3738.368,250.058,77.29,288922.684,14950
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,3,Ganado en pie,6881.192,460.280,41.77,287443.448,0
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,4,Bovino,6,Leche,48231.093,0,6.19,298415.402,0
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,6,Caprino,1,Carne,3.610,21.111,64.73,233.672,171
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,6,Caprino,3,Ganado en pie,6.837,39.982,33.13,226.482,0
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,1,Carne,41.450,23.699,69.29,2871.988,1749
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,12,Ovino,3,Ganado en pie,80.772,46.182,34.93,2821.767,0
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,1,Carne,169.080,81.998,41.32,6986.029,2062
2018,1,Aguascalientes,1,Aguascalientes,7,Rincón de Romos,14,Porcino,3,Ganado en pie,229.861,111.475,26.89,6180.119,0
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,1,Abeja,7,Miel,41.772,0,46.48,1941.563,0
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,1,Carne,41930.063,1.693,30.11,1262514.197,24769076
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,3,Ave,8,Ganado en pie,54512.693,2.201,21.10,1149967.537,0
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,1,Carne,309.247,246.805,76.14,23545.773,1253
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,3,Ganado en pie,574.992,458.892,40.70,23400.764,0
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,4,Bovino,6,Leche,34365.345,0,6.19,212768.476,0
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,1,Carne,3.110,21.597,65.08,202.408,144
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,6,Caprino,3,Ganado en pie,5.977,41.507,33.13,198.013,0
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,1,Carne,98.500,23.155,69.24,6820.056,4254
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,12,Ovino,3,Ganado en pie,191.698,45.063,34.52,6617.196,0
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,1,Carne,63.410,82.997,41.07,2604.326,764
2018,1,Aguascalientes,1,Aguascalientes,11,San Francisco de Los Romo,14,Porcino,3,Ganado en pie,87.053,113.944,26.46,2303.307,0
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,1,Abeja,7,Miel,5.712,0,46.44,265.265,0
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,1,Carne,9081.965,246.484,77.30,702014.369,36846
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,3,Ganado en pie,16819.541,456.482,41.44,696935.782,0
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,4,Bovino,6,Leche,7680.226,0,6.18,47483.197,0
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,1,Carne,3.050,20.890,64.60,197.019,146
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,6,Caprino,3,Ganado en pie,5.823,39.884,33.14,192.973,0
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,1,Carne,6.170,22.601,69.03,425.909,273
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,12,Ovino,3,Ganado en pie,11.835,43.352,34.31,406.063,0
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,1,Carne,70.410,84.122,41.11,2894.831,837
2018,1,Aguascalientes,1,Aguascalientes,8,San José de Gracia,14,Porcino,3,Ganado en pie,96.699,115.530,26.61,2573.635,0
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,1,Abeja,7,Miel,13.460,0,46.46,625.352,0
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,1,Carne,14317.515,1.712,30.12,431243.552,8363604
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,3,Ave,8,Ganado en pie,18656.261,2.231,21.07,393172.302,0
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,1,Carne,575.812,250.462,77.35,44541.377,2299
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,3,Ganado en pie,1068.140,464.611,41.39,44208.973,0
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,4,Bovino,6,Leche,32800.144,0,6.18,202625.176,0
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,1,Carne,22.060,21.030,64.73,1427.894,1049
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,6,Caprino,3,Ganado en pie,42.147,40.178,33.22,1400.090,0
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,1,Carne,9.450,24.046,69.08,652.797,393
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,12,Ovino,3,Ganado en pie,18.032,45.883,34.51,622.374,0
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,1,Carne,4461.730,84.467,41.49,185117.426,52822
2018,1,Aguascalientes,1,Aguascalientes,9,Tepezalá,14,Porcino,3,Ganado en pie,5947.331,112.592,26.98,160454.388,0
2018,2,Baja California,2,Ensenada,1,Ensenada,1,Abeja,7,Miel,47.173,0,47.23,2227.981,0
2018,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,1,Carne,914.735,1.839,34.90,31924.899,497292
2018,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,8,Ganado en pie,1169.593,2.352,21.58,25237.308,0
2018,2,Baja California,2,Ensenada,1,Ensenada,3,Ave,4,Huevo-plato,475.696,0,22.30,10607.134,0
2018,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,1,Carne,2524.009,259.458,56.13,141677.011,9728
2018,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,3,Ganado en pie,4628.199,475.761,30.15,139519.042,0
2018,2,Baja California,2,Ensenada,1,Ensenada,4,Bovino,6,Leche,34210.453,0,6.86,234539.520,0
2018,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,1,Carne,24.913,17.277,73.73,1836.871,1442
2018,2,Baja California,2,Ensenada,1,Ensenada,6,Caprino,3,Ganado en pie,49.308,34.194,35.26,1738.830,0
2018,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,1,Carne,28.052,16.899,75.96,2130.715,1660
2018,2,Baja California,2,Ensenada,1,Ensenada,12,Ovino,3,Ganado en pie,55.972,33.718,34.22,1915.250,0
2018,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,1,Carne,452.903,85.826,37.05,16778.834,5277
2018,2,Baja California,2,Ensenada,1,Ensenada,14,Porcino,3,Ganado en pie,591.938,112.173,24.38,14433.077,0
2018,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,1,Carne,324.465,250.359,59.87,19426.189,1296
2018,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,3,Ganado en pie,623.224,480.883,30.25,18851.426,0
2018,2,Baja California,2,Ensenada,5,Playas de Rosarito,4,Bovino,6,Leche,22561.485,0,5.78,130295.334,0
2018,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,1,Carne,21.419,18.465,72.65,1556.006,1160
2018,2,Baja California,2,Ensenada,5,Playas de Rosarito,6,Caprino,3,Ganado en pie,42.124,36.314,35.38,1490.153,0
2018,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,1,Carne,38.835,17.161,77.78,3020.563,2263
2018,2,Baja California,2,Ensenada,5,Playas de Rosarito,12,Ovino,3,Ganado en pie,77.159,34.096,36.60,2823.797,0
2018,2,Baja California,2,Ensenada,3,Tecate,3,Ave,4,Huevo-plato,407.599,0,18.34,7476.523,0
2018,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,1,Carne,3514.892,272.620,59.97,210771.484,12893
2018,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,3,Ganado en pie,6097.456,472.928,33.10,201826.051,0
2018,2,Baja California,2,Ensenada,3,Tecate,4,Bovino,6,Leche,40739.844,0,5.81,236776.094,0
2018,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,1,Carne,6.653,16.929,70.45,468.732,393
2018,2,Baja California,2,Ensenada,3,Tecate,6,Caprino,3,Ganado en pie,13.267,33.758,33.43,443.538,0
2018,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,1,Carne,7.253,18.455,75.70,549.088,393
2018,2,Baja California,2,Ensenada,3,Tecate,12,Ovino,3,Ganado en pie,14.424,36.702,33.90,489.005,0
2018,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,1,Carne,18.129,84.715,34.42,623.999,214
2018,2,Baja California,2,Ensenada,3,Tecate,14,Porcino,3,Ganado en pie,23.573,110.154,25.03,589.930,0
2018,2,Baja California,2,Ensenada,4,Tijuana,1,Abeja,7,Miel,0.277,0,50.00,13.850,0
2018,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,1,Carne,114.042,1.830,24.53,2797.166,62323
2018,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,8,Ganado en pie,148.396,2.381,18.23,2705.397,0
2018,2,Baja California,2,Ensenada,4,Tijuana,3,Ave,4,Huevo-plato,2902.481,0,18.48,53648.540,0
2018,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,1,Carne,469.686,248.511,60.68,28501.856,1890
2018,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,3,Ganado en pie,900.217,476.305,30.44,27406.503,0
2018,2,Baja California,2,Ensenada,4,Tijuana,4,Bovino,6,Leche,69107.554,0,5.80,400672.107,0
2018,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,1,Carne,23.247,18.334,72.54,1686.431,1268
2018,2,Baja California,2,Ensenada,4,Tijuana,6,Caprino,3,Ganado en pie,45.941,36.231,34.35,1578.254,0
2018,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,1,Carne,34.940,16.839,77.43,2705.275,2075
2018,2,Baja California,2,Ensenada,4,Tijuana,12,Ovino,3,Ganado en pie,70.859,34.149,36.11,2558.872,0
2018,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,1,Carne,135.311,86.076,34.75,4701.435,1572
2018,2,Baja California,2,Ensenada,4,Tijuana,14,Porcino,3,Ganado en pie,174.429,110.960,25.00,4360.725,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,2,Cera,1.102,0,41.58,45.816,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,1,Abeja,7,Miel,52.155,0,48.35,2521.603,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,3,Ave,4,Huevo-plato,20968.474,0,18.29,383570.487,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,1,Carne,89006.765,278.758,61.78,5499181.709,319298
2018,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,3,Ganado en pie,151404.776,474.180,34.93,5288556.391,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,4,Bovino,6,Leche,19519.672,0,5.83,113704.125,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,1,Carne,123.747,18.841,76.86,9511.243,6568
2018,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,3,Ganado en pie,240.199,36.571,36.36,8733.961,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,6,Caprino,6,Leche,486.017,0,4.58,2224.308,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,1,Carne,179.698,19.782,78.56,14117.453,9084
2018,2,Baja California,3,Río Colorado,2,Mexicali,12,Ovino,3,Ganado en pie,348.308,38.343,36.94,12866.896,0
2018,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,1,Carne,403.630,87.822,35.12,14175.695,4596
2018,2,Baja California,3,Río Colorado,2,Mexicali,14,Porcino,3,Ganado en pie,512.435,111.496,25.06,12839.320,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,1,Abeja,7,Miel,10.700,0,48.83,522.481,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,1,Carne,194.420,1.596,44.40,8632.248,121853
2018,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,8,Ganado en pie,251.118,2.061,33.47,8403.999,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,3,Ave,4,Huevo-plato,608.410,0,24.51,14912.129,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,1,Carne,1517.400,244.308,71.61,108665.400,6211
2018,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,3,Ganado en pie,2718.587,437.705,39.55,107517.426,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,4,Bovino,6,Leche,21107.520,0,6.28,132530.827,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,1,Carne,219.720,15.053,65.10,14303.212,14596
2018,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,3,Ganado en pie,437.880,30.000,30.01,13141.651,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,6,Caprino,6,Leche,2554.210,0,5.09,13001.309,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,12,Ovino,1,Carne,85.210,13.978,76.42,6511.347,6096
2018,3,Baja California Sur,5,Comondú,1,Comondú,12,Ovino,3,Ganado en pie,169.652,27.830,37.41,6345.975,0
2018,3,Baja California Sur,5,Comondú,1,Comondú,14,Porcino,1,Carne,511.470,71.604,35.00,17901.450,7143
2018,3,Baja California Sur,5,Comondú,1,Comondú,14,Porcino,3,Ganado en pie,711.114,99.554,22.12,15729.842,0
2018,3,Baja California Sur,5,Comondú,9,Loreto,1,Abeja,7,Miel,3.400,0,50.77,172.618,0
2018,3,Baja California Sur,5,Comondú,9,Loreto,4,Bovino,1,Carne,376.864,238.824,71.10,26793.736,1578
2018,3,Baja California Sur,5,Comondú,9,Loreto,4,Bovino,3,Ganado en pie,677.356,429.250,38.92,26363.591,0
2018,3,Baja California Sur,5,Comondú,9,Loreto,6,Caprino,1,Carne,43.370,15.080,65.10,2823.306,2876
2018,3,Baja California Sur,5,Comondú,9,Loreto,6,Caprino,3,Ganado en pie,86.280,30.000,30.02,2590.507,0
2018,3,Baja California Sur,5,Comondú,9,Loreto,6,Caprino,6,Leche,504.550,0,5.10,2571.479,0
2018,3,Baja California Sur,5,Comondú,9,Loreto,12,Ovino,1,Carne,9.690,15.000,75.63,732.827,646
2018,3,Baja California Sur,5,Comondú,9,Loreto,12,Ovino,3,Ganado en pie,19.380,30.000,37.29,722.675,0
2018,3,Baja California Sur,5,Comondú,9,Loreto,14,Porcino,1,Carne,73.840,71.137,35.00,2584.400,1038
2018,3,Baja California Sur,5,Comondú,9,Loreto,14,Porcino,3,Ganado en pie,103.335,99.552,22.12,2286.170,0
2018,3,Baja California Sur,6,La Paz,3,La Paz,1,Abeja,2,Cera,1.452,0,40.41,58.670,0
2018,3,Baja California Sur,6,La Paz,3,La Paz,1,Abeja,7,Miel,30.964,0,47.56,1472.648,0
2018,3,Baja California Sur,6,La Paz,3,La Paz,3,Ave,1,Carne,497.729,1.707,37.05,18440.859,291530
2018,3,Baja California Sur,6,La Paz,3,La Paz,3,Ave,8,Ganado en pie,631.159,2.165,24.91,15722.219,0
2018,3,Baja California Sur,6,La Paz,3,La Paz,4,Bovino,1,Carne,1888.923,251.220,65.53,123783.243,7519
2018,3,Baja California Sur,6,La Paz,3,La Paz,4,Bovino,3,Ganado en pie,3421.773,455.084,35.77,122386.863,0
